district_id,county_id,subcounty_id,parish_id,village_id,district,county,subcounty,parish,village,year,school_name,ownership,gender,p1,p2,p3,p4,p5,p6,p7,subtotal,p1_speciall_needs,p2_special_needs,p3_special_needs,p4_special_needs,p5_special_needs,p6_special_needs,p7_special_needs,baby_class,middle_class,top_class,orphans
d102,c101,s101,p123,v178,Kayunga,Bbaale,Galiraya,Galiraya,Kidibya A,2020,St Kizito Kidibya Primary School,Government,Boys,56,40,24,28,19,21,9,197,,,,,,,,,,,
d102,c101,s101,p123,v177,Kayunga,Bbaale,Galiraya,Galiraya,Galiraya,2020,Galiraya CU Primary School,Government,Girls,42,41,36,37,32,28,13,229,,,,,,,,,,,
d102,c101,s101,p125,v190,Kayunga,Bbaale,Galiraya,Kasokwe,Kasokwe A,2020,Kasokwe CU Primary School,Government,Girls,98,43,37,47,34,35,18,312,,,,,,,,,,,
d102,c101,s101,p127,v203,Kayunga,Bbaale,Galiraya,Kirasa,Kirasa Central,2020,Kirasa CU Primary School,Government,Girls,27,8,19,12,14,10,5,95,,,,,,,,,,,
d102,c101,s101,p127,v204,Kayunga,Bbaale,Galiraya,Kirasa,Kiwenda,2020,Kiwenda Primary School,Government,Girls,66,57,49,25,28,16,6,247,,,,,,,,,,,
d102,c101,s101,p126,v198,Kayunga,Bbaale,Galiraya,Namayuge,Nakatuli,2020,Nakatuli RC Primary School,Government,Girls,61,36,26,20,27,18,10,198,,,,,,,,,,,
d102,c101,s101,p124,v189,Kayunga,Bbaale,Galiraya,Namalere,Namalere,2020,Namalere Primary School,Government,Girls,63,58,61,62,64,50,38,396,,,,,,,,,,,
d102,c101,s101,p126,v197,Kayunga,Bbaale,Galiraya,Namayuge,Nabityanka,2020,Namayuge Primary School,Government,Girls,123,51,51,43,36,35,20,359,,,,,,,,,,,
d102,c101,s101,p128,v210,Kayunga,Bbaale,Galiraya,Ntimba,Kawongo B,2020,Ntimba Primary School,Government,Girls,112,120,102,104,66,72,49,625,,,,,,,,,,,
d102,c101,s101,p126,v200,Kayunga,Bbaale,Galiraya,Namayuge,Sokoso,2020,Sokoso Primary School,Government,Girls,51,53,48,49,46,37,15,299,,,,,,,,,,,
d102,c101,s101,p123,v176,Kayunga,Bbaale,Galiraya,Galiraya,Busungire,2020,St Andrew Busungire RC Primary School,Government,Girls,117,77,48,52,61,33,25,413,,,,,,,,,,,
d102,c101,s101,p123,v178,Kayunga,Bbaale,Galiraya,Galiraya,Kidibya A,2020,St Kizito Kidibya Primary School,Government,Girls,34,37,30,23,23,19,11,177,,,,,,,,,,,
d102,c101,s102,p109,v101,Kayunga,Bbaale,Bbaale,Bbaale,Bbaale East,2020,Bbaale CU Primary School,Government,Boys,190,52,90,86,80,87,43,628,,,,,,,,,,,
d102,c101,s102,p111,v113,Kayunga,Bbaale,Bbaale,Kavule,Gayaza,2020,Gayaza CU Primary School,Government,Boys,90,54,71,68,59,38,16,396,,,,,,,,,,,
d102,c101,s102,p110,v110,Kayunga,Bbaale,Bbaale,Misanga,Misanga B,2020,Misanga CU Primary School,Government,Boys,30,45,27,28,30,12,16,188,,,,,,,,,,,
d102,c101,s102,p112,v118,Kayunga,Bbaale,Bbaale,Mugongo,Mugongo East,2020,Mugongo Primary School,Government,Boys,62,52,43,53,38,28,11,287,,,,,,,,,,,
d102,c101,s102,p111,v116,Kayunga,Bbaale,Bbaale,Kavule,Namataala,2020,Namataala Primary School,Government,Boys,58,68,46,50,43,23,40,328,,,,,,,,,,,
d102,c101,s102,p113,v122,Kayunga,Bbaale,Bbaale,Kokotero,Tangoye,2020,Tangoye Parents Primary School,Government,Boys,35,26,37,8,15,14,18,153,,,,,,,,,,,
d102,c101,s102,p109,v101,Kayunga,Bbaale,Bbaale,Bbaale,Bbaale East,2020,Bbaale CU Primary School,Government,Girls,146,38,86,87,108,67,45,577,,,,,,,,,,,
d102,c101,s102,p111,v113,Kayunga,Bbaale,Bbaale,Kavule,Gayaza,2020,Gayaza CU Primary School,Government,Girls,40,39,56,59,56,25,14,289,,,,,,,,,,,
d102,c101,s102,p110,v110,Kayunga,Bbaale,Bbaale,Misanga,Misanga B,2020,Misanga CU Primary School,Government,Girls,36,43,28,22,28,12,14,183,,,,,,,,,,,
d102,c101,s102,p112,v118,Kayunga,Bbaale,Bbaale,Mugongo,Mugongo East,2020,Mugongo Primary School,Government,Girls,57,45,47,47,22,38,12,268,,,,,,,,,,,
d102,c101,s102,p111,v116,Kayunga,Bbaale,Bbaale,Kavule,Namataala,2020,Namataala Primary School,Government,Girls,66,64,48,60,55,32,24,349,,,,,,,,,,,
d102,c101,s102,p113,v122,Kayunga,Bbaale,Bbaale,Kokotero,Tangoye,2020,Tangoye Parents Primary School,Government,Girls,29,14,21,13,5,14,14,110,,,,,,,,,,,
d102,c101,s103,p152,v277,Kayunga,Bbaale,Kayonza,Kamusabi,Bugatto,2020,Bugatto RC Primary School,Government,Boys,68,59,52,42,45,31,17,314,,,,,,,,,,,
d102,c101,s103,p154,v298,Kayunga,Bbaale,Kayonza,Kitwe,Bugoma,2020,Bugoma Primary School,Government,Boys,80,66,43,38,39,31,14,311,,,,,,,,,,,
d102,c101,s103,p152,v279,Kayunga,Bbaale,Kayonza,Kamusabi,Bugonya B,2020,Bugonya CU Primary School,Government,Boys,50,32,31,32,36,27,14,222,,,,,,,,,,,
d102,c101,s103,p158,v332,Kayunga,Bbaale,Kayonza,Namizo,Bujwaya,2020,Bujwaya CU Primary School,Government,Boys,55,39,64,38,24,23,15,258,,,,,,,,,,,
d102,c101,s103,p154,v299,Kayunga,Bbaale,Kayonza,Kitwe,Busabira,2020,Busabira Parents Primary School,Government,Boys,74,70,48,40,34,32,20,318,,,,,,,,,,,
d102,c101,s103,p150,v269,Kayunga,Bbaale,Kayonza,Balisanga,Nzingu,2020,Bwalala Primary School,Government,Boys,54,42,50,45,46,50,14,301,,,,,,,,,,,
d102,c101,s103,p156,v315,Kayunga,Bbaale,Kayonza,Nakyesanja,Kakiika A,2020,Kakiika Parents Primary School,Government,Boys,47,50,44,50,21,25,10,247,,,,,,,,,,,
d102,c101,s103,p152,v281,Kayunga,Bbaale,Kayonza,Kamusabi,Kamusabi,2020,Kamusabi Primary School,Government,Boys,77,39,25,35,28,17,16,237,,,,,,,,,,,
d102,c101,s103,p153,v289,Kayunga,Bbaale,Kayonza,Kanywero,Katugo,2020,Kanywero Public Primary School,Government,Boys,63,45,33,25,31,24,4,225,,,,,,,,,,,
d102,c101,s103,p157,v333,Kayunga,Bbaale,Kayonza,Namaliri,Kawolokota East,2020,Kawolokota CU Primary School,Government,Boys,70,59,73,55,36,50,30,373,,,,,,,,,,,
d102,c101,s103,p157,v323,Kayunga,Bbaale,Kayonza,Namaliri,Kawolokota West,2020,Kawolokota RC Primary School,Government,Boys,97,82,67,72,60,48,29,455,,,,,,,,,,,
d102,c101,s103,p157,v324,Kayunga,Bbaale,Kayonza,Namaliri,Kayonza,2020,Kayonza Primary School,Government,Boys,62,47,45,30,28,31,21,264,,,,,,,,,,,
d102,c101,s103,p156,v318,Kayunga,Bbaale,Kayonza,Nakyesanja,Kirimantogo,2020,Kirimantoogo RC Primary School,Government,Boys,59,20,30,20,20,10,7,166,,,,,,,,,,,
d102,c101,s103,p150,v264,Kayunga,Bbaale,Kayonza,Balisanga,Kirisiru,2020,Kirisiru CU Primary School,Government,Boys,48,36,43,30,25,1,4,187,,,,,,,,,,,
d102,c101,s103,p154,v301,Kayunga,Bbaale,Kayonza,Kitwe,Kyamugongo A,2020,Kitwe RC Primary School,Government,Boys,87,67,69,78,63,64,23,451,,,,,,,,,,,
d102,c101,s103,p158,v297,Kayunga,Bbaale,Kayonza,Namizo,Wunga,2020,Kyebuye RC Primary School,Government,Boys,117,56,39,22,38,22,20,314,,,,,,,,,,,
d102,c101,s103,p157,v328,Kayunga,Bbaale,Kayonza,Namaliri,Lugasa East,2020,Lugasa Primary School,Government,Boys,75,62,70,43,44,41,24,359,,,,,,,,,,,
d102,c101,s103,p152,v285,Kayunga,Bbaale,Kayonza,Kamusabi,Lukonda,2020,Lukonda Public Primary School,Government,Boys,73,85,47,55,36,32,17,345,,,,,,,,,,,
d102,c101,s103,p153,v293,Kayunga,Bbaale,Kayonza,Kanywero,Kiseeta B,2020,Lwabyata Parents Primary School,Government,Boys,160,85,74,50,57,26,18,470,,,,,,,,,,,
d102,c101,s103,p155,v308,Kayunga,Bbaale,Kayonza,Nakyesa,Nakyesa Iv,2020,Nakyessa Bright Future Primary School,Government,Boys,80,38,47,43,46,44,28,326,,,,,,,,,,,
d102,c101,s103,p155,v307,Kayunga,Bbaale,Kayonza,Nakyesa,Nakyesa III,2020,Nakyessa CU Primary School,Government,Boys,41,26,31,23,27,30,20,198,,,,,,,,,,,
d102,c101,s103,p155,v308,Kayunga,Bbaale,Kayonza,Nakyesa,Nakyesa IV,2020,Nakyessa Moslem Primary School,Government,Boys,80,67,57,66,42,46,41,399,,,,,,,,,,,
d102,c101,s103,p155,v310,Kayunga,Bbaale,Kayonza,Nakyesa,Namatogonya II,2020,Namatogonya CU Primary School,Government,Boys,39,40,42,30,24,26,7,208,,,,,,,,,,,
d102,c101,s103,p158,v334,Kayunga,Bbaale,Kayonza,Namizo,Namavundu A,2020,Namavundu Primary School,Government,Boys,59,47,29,27,28,22,6,218,,,,,,,,,,,
d102,c101,s103,p158,v335,Kayunga,Bbaale,Kayonza,Namizo,Namizo A,2020,Namizo UMEA Primary School,Government,Boys,98,85,69,38,40,33,20,383,,,,,,,,,,,
d102,c101,s103,p158,v337,Kayunga,Bbaale,Kayonza,Namizo,Nawansama,2020,Nawansama UMEA Koran Primary School,Government,Boys,0,0,0,0,0,0,0,0,,,,,,,,,,,
d102,c101,s103,p151,v275,Kayunga,Bbaale,Kayonza,Kafumba,Nyondo A,2020,Nyondo RC Primary School,Government,Boys,110,31,69,68,56,34,30,398,,,,,,,,,,,
d102,c101,s103,p157,v330,Kayunga,Bbaale,Kayonza,Namaliri,Nakabango,2020,St Jude Kayonza RC Primary School,Government,Boys,15,12,19,16,12,11,12,97,,,,,,,,,,,
d102,c101,s103,p153,v295,Kayunga,Bbaale,Kayonza,Kanywero,Tindian,2020,Tindyani Modern Primary School,Government,Boys,76,35,33,29,27,20,5,225,,,,,,,,,,,
d102,c101,s103,p153,v287,Kayunga,Bbaale,Kayonza,Kanywero,Wabunyonyi,2020,Wabunyonyi CU Primary School,Government,Boys,70,25,40,30,30,27,12,234,,,,,,,,,,,
d102,c101,s103,p153,v297,Kayunga,Bbaale,Kayonza,Kanywero,Wunga,2020,Wunga Primary School,Government,Boys,53,33,39,19,14,7,2,167,,,,,,,,,,,
d102,c101,s103,p152,v277,Kayunga,Bbaale,Kayonza,Kamusabi,Bugatto,2020,Bugatto RC Primary School,Government,Girls,66,48,45,48,45,43,21,316,,,,,,,,,,,
d102,c101,s103,p154,v298,Kayunga,Bbaale,Kayonza,Kitwe,Bugoma,2020,Bugoma Primary School,Government,Girls,75,48,37,37,42,37,11,287,,,,,,,,,,,
d102,c101,s103,p152,v279,Kayunga,Bbaale,Kayonza,Kamusabi,Bugonya B,2020,Bugonya CU Primary School,Government,Girls,56,48,37,32,37,28,20,258,,,,,,,,,,,
d102,c101,s103,p158,v332,Kayunga,Bbaale,Kayonza,Namizo,Bujwaya,2020,Bujwaya CU Primary School,Government,Girls,48,32,44,40,49,18,18,249,,,,,,,,,,,
d102,c101,s103,p154,v299,Kayunga,Bbaale,Kayonza,Kitwe,Busabira,2020,Busabira Parents Primary School,Government,Girls,86,80,54,46,42,38,30,376,,,,,,,,,,,
d102,c101,s103,p150,v269,Kayunga,Bbaale,Kayonza,Balisanga,Nzingu,2020,Bwalala Primary School,Government,Girls,69,37,48,46,58,40,24,322,,,,,,,,,,,
d102,c101,s103,p156,v315,Kayunga,Bbaale,Kayonza,Nakyesanja,Kakiika A,2020,Kakiika Parents Primary School,Government,Girls,41,60,50,48,35,32,23,289,,,,,,,,,,,
d102,c101,s103,p152,v281,Kayunga,Bbaale,Kayonza,Kamusabi,Kamusabi,2020,Kamusabi Primary School,Government,Girls,82,45,36,37,28,19,12,259,,,,,,,,,,,
d102,c101,s103,p153,v289,Kayunga,Bbaale,Kayonza,Kanywero,Katugo,2020,Kanywero Public Primary School,Government,Girls,67,55,38,30,20,28,1,239,,,,,,,,,,,
d102,c101,s103,p157,v333,Kayunga,Bbaale,Kayonza,Namaliri,Kawolokota East,2020,Kawolokota CU Primary School,Government,Girls,75,59,62,36,40,40,43,355,,,,,,,,,,,
d102,c101,s103,p157,v323,Kayunga,Bbaale,Kayonza,Namaliri,Kawolokota West,2020,Kawolokota RC Primary School,Government,Girls,101,87,84,75,65,60,36,508,,,,,,,,,,,
d102,c101,s103,p157,v324,Kayunga,Bbaale,Kayonza,Namaliri,Kayonza,2020,Kayonza Primary School,Government,Girls,71,41,38,23,22,28,18,241,,,,,,,,,,,
d102,c101,s103,p156,v318,Kayunga,Bbaale,Kayonza,Nakyesanja,Kirimantogo,2020,Kirimantoogo RC Primary School,Government,Girls,60,28,31,25,20,10,8,182,,,,,,,,,,,
d102,c101,s103,p150,v264,Kayunga,Bbaale,Kayonza,Balisanga,Kirisiru,2020,Kirisiru CU Primary School,Government,Girls,52,33,43,20,20,8,2,178,,,,,,,,,,,
d102,c101,s103,p154,v301,Kayunga,Bbaale,Kayonza,Kitwe,Kyamugongo A,2020,Kitwe RC Primary School,Government,Girls,45,68,83,81,67,37,33,414,,,,,,,,,,,
d102,c101,s103,p158,v297,Kayunga,Bbaale,Kayonza,Namizo,Wunga,2020,Kyebuye RC Primary School,Government,Girls,85,46,36,21,26,12,10,236,,,,,,,,,,,
d102,c101,s103,p157,v328,Kayunga,Bbaale,Kayonza,Namaliri,Lugasa East,2020,Lugasa Primary School,Government,Girls,57,54,71,43,43,47,28,343,,,,,,,,,,,
d102,c101,s103,p152,v285,Kayunga,Bbaale,Kayonza,Kamusabi,Lukonda,2020,Lukonda Public Primary School,Government,Girls,84,93,36,40,39,39,29,360,,,,,,,,,,,
d102,c101,s103,p153,v293,Kayunga,Bbaale,Kayonza,Kanywero,Kiseeta B,2020,Lwabyata Parents Primary School,Government,Girls,163,72,66,56,36,39,17,449,,,,,,,,,,,
d102,c101,s103,p155,v308,Kayunga,Bbaale,Kayonza,Nakyesa,Nakyesa Iv,2020,Nakyessa Bright Future Primary School,Government,Girls,82,50,64,49,55,55,32,387,,,,,,,,,,,
d102,c101,s103,p155,v307,Kayunga,Bbaale,Kayonza,Nakyesa,Nakyesa III,2020,Nakyessa CU Primary School,Government,Girls,40,30,34,29,26,19,19,197,,,,,,,,,,,
d102,c101,s103,p155,v308,Kayunga,Bbaale,Kayonza,Nakyesa,Nakyesa IV,2020,Nakyessa Moslem Primary School,Government,Girls,84,79,54,52,34,48,30,381,,,,,,,,,,,
d102,c101,s103,p155,v310,Kayunga,Bbaale,Kayonza,Nakyesa,Namatogonya II,2020,Namatogonya CU Primary School,Government,Girls,48,41,38,36,32,37,12,244,,,,,,,,,,,
d102,c101,s103,p158,v334,Kayunga,Bbaale,Kayonza,Namizo,Namavundu A,2020,Namavundu Primary School,Government,Girls,49,39,29,25,20,17,4,183,,,,,,,,,,,
d102,c101,s103,p158,v335,Kayunga,Bbaale,Kayonza,Namizo,Namizo A,2020,Namizo UMEA Primary School,Government,Girls,108,63,52,53,42,25,27,370,,,,,,,,,,,
d102,c101,s103,p158,v337,Kayunga,Bbaale,Kayonza,Namizo,Nawansama,2020,Nawansama UMEA Koran Primary School,Government,Girls,0,0,0,0,0,0,0,0,,,,,,,,,,,
d102,c101,s103,p151,v275,Kayunga,Bbaale,Kayonza,Kafumba,Nyondo A,2020,Nyondo RC Primary School,Government,Girls,105,63,79,64,48,55,32,446,,,,,,,,,,,
d102,c101,s103,p157,v330,Kayunga,Bbaale,Kayonza,Namaliri,Nakabango,2020,St Jude Kayonza RC Primary School,Government,Girls,19,18,18,17,14,10,9,105,,,,,,,,,,,
d102,c101,s103,p153,v295,Kayunga,Bbaale,Kayonza,Kanywero,Tindian,2020,Tindyani Modern Primary School,Government,Girls,69,32,36,39,19,8,10,213,,,,,,,,,,,
d102,c101,s103,p153,v287,Kayunga,Bbaale,Kayonza,Kanywero,Wabunyonyi,2020,Wabunyonyi CU Primary School,Government,Girls,82,30,45,40,25,25,13,260,,,,,,,,,,,
d102,c101,s103,p153,v297,Kayunga,Bbaale,Kayonza,Kanywero,Wunga,2020,Wunga Primary School,Government,Girls,43,21,28,20,19,7,17,155,,,,,,,,,,,
d102,c101,s104,p144,v442,Kayunga,Bbaale,Kitimbwa,Nakivubo,Bisaka Central,2020,Bisaka Primary School,Government,Boys,87,40,73,55,51,32,11,349,,,,,,,,,,,
d102,c101,s104,p143,v435,Kayunga,Bbaale,Kitimbwa,Nkokonjeru,Bulawula A,2020,Bulawula Primary School,Government,Boys,42,40,38,47,38,32,27,264,,,,,,,,,,,
d102,c101,s104,p139,v415,Kayunga,Bbaale,Kitimbwa,Kitatya,Kitatya A,2020,Kitatya CU Primary School,Government,Boys,75,48,61,55,61,92,47,439,,,,,,,,,,,
d102,c101,s104,p139,v416,Kayunga,Bbaale,Kitimbwa,Kitatya,Kitatya B,2020,Kitatya RC Primary School,Government,Boys,58,46,40,38,33,46,20,281,,,,,,,,,,,
d102,c101,s104,p140,v420,Kayunga,Bbaale,Kitimbwa,Namulaba,Mansa A,2020,Mansa Eden Revival Primary School,Government,Boys,40,31,36,18,21,13,,159,,,,,,,,,,,
d102,c101,s104,p142,v433,Kayunga,Bbaale,Kitimbwa,Kyerima,Nakaseeta,2020,Nakaseeta CU Primary School,Government,Boys,26,11,9,13,16,18,6,99,,,,,,,,,,,
d102,c101,s104,p144,v444,Kayunga,Bbaale,Kitimbwa,Nakivubo,Nakivubo A,2020,Nakivubo CU Primary School,Government,Boys,144,65,79,73,71,40,40,512,,,,,,,,,,,
d102,c101,s104,p144,v445,Kayunga,Bbaale,Kitimbwa,Nakivubo,Nakivubo B,2020,Nakivubo UMEA Primary School,Government,Boys,55,36,30,20,21,14,16,192,,,,,,,,,,,
d102,c101,s104,p142,v434,Kayunga,Bbaale,Kitimbwa,Kyerima,Namabuga,2020,Namabuga RC Primary School,Government,Boys,31,40,30,44,52,54,29,280,,,,,,,,,,,
d102,c101,s104,p140,v422,Kayunga,Bbaale,Kitimbwa,Namulaba,Namulaba A,2020,Namulaba CU Primary School,Government,Boys,70,51,33,31,39,31,3,258,,,,,,,,,,,
d102,c101,s104,p140,v423,Kayunga,Bbaale,Kitimbwa,Namulaba,Namulaba B,2020,Namulaba UMEA Primary School,Government,Boys,46,33,40,33,33,23,18,226,,,,,,,,,,,
d102,c101,s104,p142,v432,Kayunga,Bbaale,Kitimbwa,Kyerima,Nanjwenge,2020,Nanjwenge CU Primary School,Government,Boys,75,25,56,52,34,37,49,328,,,,,,,,,,,
d102,c101,s104,p143,v435,Kayunga,Bbaale,Kitimbwa,Nkokonjeru,Bulawula A,2020,Nkokonjeru CU Primary School,Government,Boys,60,60,54,45,35,25,15,294,,,,,,,,,,,
d102,c101,s104,p143,v437,Kayunga,Bbaale,Kitimbwa,Nkokonjeru,Bulawula C,2020,Nkokonjeru RC Primary School,Government,Boys,60,38,28,30,20,22,10,208,,,,,,,,,,,
d102,c101,s104,p140,v424,Kayunga,Bbaale,Kitimbwa,Namulaba,Nongo,2020,Nongo CU Primary School Kitimbwa,Government,Boys,25,17,30,19,27,14,13,145,,,,,,,,,,,
d102,c101,s104,p140,v424,Kayunga,Bbaale,Kitimbwa,Namulaba,Nongo,2020,St Martins Nongo RC Primary School,Government,Boys,97,55,49,55,42,39,22,359,,,,,,,,,,,
d102,c101,s104,p143,v440,Kayunga,Bbaale,Kitimbwa,Nkokonjeru,Tweyagalire A,2020,Tweyagalire RC Primary School,Government,Boys,106,50,46,28,29,16,7,282,,,,,,,,,,,
d102,c101,s104,p141,v454,Kayunga,Bbaale,Kitimbwa,Wabwoko,Wabwoko B,2020,Wabwoko CU Primary School,Government,Boys,70,57,70,73,61,48,34,413,,,,,,,,,,,
d102,c101,s104,p144,v442,Kayunga,Bbaale,Kitimbwa,Nakivubo,Bisaka Central,2020,Bisaka Primary School,Government,Girls,98,65,54,64,41,10,16,348,,,,,,,,,,,
d102,c101,s104,p143,v435,Kayunga,Bbaale,Kitimbwa,Nkokonjeru,Bulawula A,2020,Bulawula Primary School,Government,Girls,68,46,40,40,27,42,30,293,,,,,,,,,,,
d102,c101,s104,p139,v415,Kayunga,Bbaale,Kitimbwa,Kitatya,Kitatya A,2020,Kitatya CU Primary School,Government,Girls,86,37,33,51,68,56,55,386,,,,,,,,,,,
d102,c101,s104,p139,v416,Kayunga,Bbaale,Kitimbwa,Kitatya,Kitatya B,2020,Kitatya RC Primary School,Government,Girls,68,50,38,44,42,52,30,324,,,,,,,,,,,
d102,c101,s104,p140,v420,Kayunga,Bbaale,Kitimbwa,Namulaba,Mansa A,2020,Mansa Eden Revival Primary School,Government,Girls,65,37,26,19,14,7,,168,,,,,,,,,,,
d102,c101,s104,p142,v433,Kayunga,Bbaale,Kitimbwa,Kyerima,Nakaseeta,2020,Nakaseeta CU Primary School,Government,Girls,24,14,11,11,14,13,10,97,,,,,,,,,,,
d102,c101,s104,p144,v444,Kayunga,Bbaale,Kitimbwa,Nakivubo,Nakivubo A,2020,Nakivubo CU Primary School,Government,Girls,137,62,64,41,68,63,34,469,,,,,,,,,,,
d102,c101,s104,p144,v445,Kayunga,Bbaale,Kitimbwa,Nakivubo,Nakivubo B,2020,Nakivubo UMEA Primary School,Government,Girls,40,49,25,15,14,19,15,177,,,,,,,,,,,
d102,c101,s104,p142,v434,Kayunga,Bbaale,Kitimbwa,Kyerima,Namabuga,2020,Namabuga RC Primary School,Government,Girls,25,32,24,28,65,47,21,242,,,,,,,,,,,
d102,c101,s104,p140,v422,Kayunga,Bbaale,Kitimbwa,Namulaba,Namulaba A,2020,Namulaba CU Primary School,Government,Girls,51,39,21,28,48,48,27,262,,,,,,,,,,,
d102,c101,s104,p140,v423,Kayunga,Bbaale,Kitimbwa,Namulaba,Namulaba B,2020,Namulaba UMEA Primary School,Government,Girls,60,48,45,42,37,32,26,290,,,,,,,,,,,
d102,c101,s104,p142,v432,Kayunga,Bbaale,Kitimbwa,Kyerima,Nanjwenge,2020,Nanjwenge CU Primary School,Government,Girls,47,70,37,31,49,32,11,277,,,,,,,,,,,
d102,c101,s104,p143,v435,Kayunga,Bbaale,Kitimbwa,Nkokonjeru,Bulawula A,2020,Nkokonjeru CU Primary School,Government,Girls,85,70,50,49,30,29,18,331,,,,,,,,,,,
d102,c101,s104,p143,v437,Kayunga,Bbaale,Kitimbwa,Nkokonjeru,Bulawula C,2020,Nkokonjeru RC Primary School,Government,Girls,62,40,26,34,24,26,12,224,,,,,,,,,,,
d102,c101,s104,p140,v424,Kayunga,Bbaale,Kitimbwa,Namulaba,Nongo,2020,Nongo CU Primary School Kitimbwa,Government,Girls,38,33,17,16,25,17,16,162,,,,,,,,,,,
d102,c101,s104,p140,v424,Kayunga,Bbaale,Kitimbwa,Namulaba,Nongo,2020,St Martins Nongo RC Primary School,Government,Girls,93,56,56,58,40,37,29,369,,,,,,,,,,,
d102,c101,s104,p143,v440,Kayunga,Bbaale,Kitimbwa,Nkokonjeru,Tweyagalire A,2020,Tweyagalire RC Primary School,Government,Girls,79,30,37,29,31,18,3,227,,,,,,,,,,,
d102,c101,s104,p141,v454,Kayunga,Bbaale,Kitimbwa,Wabwoko,Wabwoko B,2020,Wabwoko CU Primary School,Government,Girls,71,70,80,60,41,50,42,414,,,,,,,,,,,
d102,c102,s105,p115,v149,Kayunga,Ntenjeru,Busaana,Kasana,Bisaka,2020,Bisaka Parents Primary School,Government,Boys,30,20,15,25,20,5,4,119,,,,,,,,,,,
d102,c102,s105,p116,v130,Kayunga,Ntenjeru,Busaana,Nabuganyi,Bumali,2020,Bumaali CU Primary School,Government,Boys,31,29,23,26,17,10,14,150,,,,,,,,,,,
d102,c102,s105,p116,v130,Kayunga,Ntenjeru,Busaana,Nabuganyi,Bumali,2020,Bumali UMEA Primary School,Government,Boys,40,20,10,9,0,0,0,79,,,,,,,,,,,
d102,c102,s105,p115,v127,Kayunga,Ntenjeru,Busaana,Kasana,Kasana II,2020,Kasana RC Primary School,Government,Boys,19,37,31,20,11,31,19,168,,,,,,,,,,,
d102,c102,s105,p121,v158,Kayunga,Ntenjeru,Busaana,Lusenke,Kibuzi,2020,Kibuzi CU Primary School,Government,Boys,65,56,63,66,35,32,15,332,,,,,,,,,,,
d102,c102,s105,p121,v158,Kayunga,Ntenjeru,Busaana,Lusenke,Kibuzi,2020,Kibuzi RC Primary School,Government,Boys,52,44,51,39,41,33,9,269,,,,,,,,,,,
d102,c102,s105,p122,v161,Kayunga,Ntenjeru,Busaana,Nampanyi,Kireku Nampanyi,2020,Kireku CU Primary School,Government,Boys,44,107,52,77,58,29,16,383,,,,,,,,,,,
d102,c102,s105,p118,v141,Kayunga,Ntenjeru,Busaana,Kiwangula,Kiwangula,2020,Kiwangula CU Primary School,Government,Boys,53,40,38,44,48,32,12,267,,,,,,,,,,,
d102,c102,s105,p118,v141,Kayunga,Ntenjeru,Busaana,Kiwangula,Kiwangula,2020,Kiwangula RC Primary School,Government,Boys,53,37,44,46,41,31,24,276,,,,,,,,,,,
d102,c102,s105,p116,v131,Kayunga,Ntenjeru,Busaana,Nabuganyi,Nabuganyi,2020,Nabuganyi CU Primary School,Government,Boys,47,34,46,66,60,36,42,331,,,,,,,,,,,
