district_id,county_id,subcounty_id,parish_id,village_id,district,county,subcounty,parish,village,year,school_name,ownership,gender,p1,p2,p3,p4,p5,p6,p7,subtotal,p1_speciall_needs,p2_special_needs,p3_special_needs,p4_special_needs,p5_special_needs,p6_special_needs,p7_special_needs,baby_class,middle_class,top_class,orphans
d102,c102,s105,p116,v131,Kayunga,Ntenjeru,Busaana,Nabuganyi,Nabuganyi,2020,Nabuganyi RC Primary School,Government,Boys,99,46,44,61,47,35,18,350,,,,,,,,,,,
d102,c102,s105,p122,v162,Kayunga,Ntenjeru,Busaana,Nampanyi,Nakakandwa,2020,Nakakandwa CU Primary School,Government,Boys,32,27,31,11,21,30,0,152,,,,,,,,,,,
d102,c102,s105,p122,v162,Kayunga,Ntenjeru,Busaana,Nampanyi,Nakakandwa,2020,Nakakandwa RC Primary School,Government,Boys,80,68,71,50,67,59,13,408,,,,,,,,,,,
d102,c102,s105,p118,v142,Kayunga,Ntenjeru,Busaana,Kiwangula,Nakatovu,2020,Nakatovu CU Primary School,Government,Boys,32,33,36,40,13,19,8,181,,,,,,,,,,,
d102,c102,s105,p120,v152,Kayunga,Ntenjeru,Busaana,Namusaala,Namusaala,2020,Namusaala CU Primary School,Government,Boys,68,58,59,58,54,59,33,389,,,,,,,,,,,
d102,c102,s105,p120,v152,Kayunga,Ntenjeru,Busaana,Namusaala,Namusaala,2020,Namusaala RC Primary School,Government,Boys,48,32,37,30,23,21,10,201,,,,,,,,,,,
d102,c102,s105,p120,v150,Kayunga,Ntenjeru,Busaana,Namusaala,Namutya,2020,Namutya CU Primary School,Government,Boys,66,58,60,66,49,32,39,370,,,,,,,,,,,
d102,c102,s105,p117,v138,Kayunga,Ntenjeru,Busaana,Namukuma,Nangabo,2020,Nangabo CU Primary School,Government,Boys,41,17,24,24,27,21,22,176,,,,,,,,,,,
d102,c102,s105,p118,v143,Kayunga,Ntenjeru,Busaana,Kiwangula,Ngeye,2020,Ngeye CU Primary School,Government,Boys,32,15,22,25,14,5,9,122,,,,,,,,,,,
d102,c102,s105,p118,v140,Kayunga,Ntenjeru,Busaana,Kiwangula,Buyungirizi,2020,St Josephs Buyungirizi RC Primary School,Government,Boys,46,19,22,30,24,13,13,167,,,,,,,,,,,
d102,c102,s105,p121,v159,Kayunga,Ntenjeru,Busaana,Lusenke,Kireku Lusenke,2020,St Peters Primary School Lusenke,Government,Boys,45,27,36,20,10,10,3,151,,,,,,,,,,,
d102,c102,s105,p115,v149,Kayunga,Ntenjeru,Busaana,Kasana,Bisaka,2020,Bisaka Parents Primary School,Government,Girls,55,35,30,40,17,15,4,196,,,,,,,,,,,
d102,c102,s105,p116,v130,Kayunga,Ntenjeru,Busaana,Nabuganyi,Bumali,2020,Bumaali CU Primary School,Government,Girls,24,23,13,25,29,16,15,145,,,,,,,,,,,
d102,c102,s105,p116,v130,Kayunga,Ntenjeru,Busaana,Nabuganyi,Bumali,2020,Bumali UMEA Primary School,Government,Girls,15,10,22,11,0,0,0,58,,,,,,,,,,,
d102,c102,s105,p115,v127,Kayunga,Ntenjeru,Busaana,Kasana,Kasana II,2020,Kasana RC Primary School,Government,Girls,21,52,41,41,30,14,1,200,,,,,,,,,,,
d102,c102,s105,p121,v158,Kayunga,Ntenjeru,Busaana,Lusenke,Kibuzi,2020,Kibuzi CU Primary School,Government,Girls,57,48,57,60,45,33,22,322,,,,,,,,,,,
d102,c102,s105,p121,v158,Kayunga,Ntenjeru,Busaana,Lusenke,Kibuzi,2020,Kibuzi RC Primary School,Government,Girls,67,59,65,68,56,38,15,368,,,,,,,,,,,
d102,c102,s105,p122,v161,Kayunga,Ntenjeru,Busaana,Nampanyi,Kireku Nampanyi,2020,Kireku CU Primary School,Government,Girls,51,46,39,35,25,37,27,260,,,,,,,,,,,
d102,c102,s105,p118,v141,Kayunga,Ntenjeru,Busaana,Kiwangula,Kiwangula,2020,Kiwangula CU Primary School,Government,Girls,61,44,26,46,39,28,19,263,,,,,,,,,,,
d102,c102,s105,p118,v141,Kayunga,Ntenjeru,Busaana,Kiwangula,Kiwangula,2020,Kiwangula RC Primary School,Government,Girls,43,35,47,47,50,48,20,290,,,,,,,,,,,
d102,c102,s105,p116,v131,Kayunga,Ntenjeru,Busaana,Nabuganyi,Nabuganyi,2020,Nabuganyi CU Primary School,Government,Girls,68,38,41,41,38,42,16,284,,,,,,,,,,,
d102,c102,s105,p116,v131,Kayunga,Ntenjeru,Busaana,Nabuganyi,Nabuganyi,2020,Nabuganyi RC Primary School,Government,Girls,95,43,66,64,72,51,17,408,,,,,,,,,,,
d102,c102,s105,p122,v162,Kayunga,Ntenjeru,Busaana,Nampanyi,Nakakandwa,2020,Nakakandwa CU Primary School,Government,Girls,36,38,24,28,30,21,0,177,,,,,,,,,,,
d102,c102,s105,p122,v162,Kayunga,Ntenjeru,Busaana,Nampanyi,Nakakandwa,2020,Nakakandwa RC Primary School,Government,Girls,80,64,64,63,52,61,32,416,,,,,,,,,,,
d102,c102,s105,p118,v142,Kayunga,Ntenjeru,Busaana,Kiwangula,Nakatovu,2020,Nakatovu CU Primary School,Government,Girls,41,32,33,34,15,17,13,185,,,,,,,,,,,
d102,c102,s105,p120,v152,Kayunga,Ntenjeru,Busaana,Namusaala,Namusaala,2020,Namusaala CU Primary School,Government,Girls,47,40,50,44,49,43,30,303,,,,,,,,,,,
d102,c102,s105,p120,v152,Kayunga,Ntenjeru,Busaana,Namusaala,Namusaala,2020,Namusaala RC Primary School,Government,Girls,39,39,28,34,16,13,10,179,,,,,,,,,,,
d102,c102,s105,p120,v150,Kayunga,Ntenjeru,Busaana,Namusaala,Namutya,2020,Namutya CU Primary School,Government,Girls,73,64,54,57,37,31,28,344,,,,,,,,,,,
d102,c102,s105,p117,v138,Kayunga,Ntenjeru,Busaana,Namukuma,Nangabo,2020,Nangabo CU Primary School,Government,Girls,23,40,40,27,31,39,18,218,,,,,,,,,,,
d102,c102,s105,p118,v143,Kayunga,Ntenjeru,Busaana,Kiwangula,Ngeye,2020,Ngeye CU Primary School,Government,Girls,33,17,18,18,18,6,7,117,,,,,,,,,,,
d102,c102,s105,p118,v140,Kayunga,Ntenjeru,Busaana,Kiwangula,Buyungirizi,2020,St Josephs Buyungirizi RC Primary School,Government,Girls,40,18,26,25,19,29,11,168,,,,,,,,,,,
d102,c102,s105,p121,v159,Kayunga,Ntenjeru,Busaana,Lusenke,Kireku Lusenke,2020,St Peters Primary School Lusenke,Government,Girls,35,28,38,29,12,10,9,161,,,,,,,,,,,
d102,c102,s106,p132,v464,Kayunga,Ntenjeru,Nazigo,Bukamba,Bukamba A,2020,Bukamba CU Primary School,Government,Boys,44,47,61,72,51,57,29,361,,,,,,,,,,,
d102,c102,s106,p135,v483,Kayunga,Ntenjeru,Nazigo,Katikanyonyi,Katikanyonyi,2020,Katikanyonyi CU Primary School,Government,Boys,27,27,20,27,26,8,0,135,,,,,,,,,,,
d102,c102,s106,p133,v113,Kayunga,Ntenjeru,Nazigo,Kirindi,Gayaza,2020,Kikonyogo Primary School,Government,Boys,50,21,32,20,27,23,6,179,,,,,,,,,,,
d102,c102,s106,p137,v491,Kayunga,Ntenjeru,Nazigo,Kimanya,Kimanya,2020,Kimanya CU Primary School,Government,Boys,95,96,75,68,60,46,29,469,,,,,,,,,,,
d102,c102,s106,p137,,Kayunga,Ntenjeru,Nazigo,Kimanya,,2020,Kimanya Islamic Primary School,Private,Boys,59,42,47,44,33,29,10,264,,,,,,,,,,,
d102,c102,s106,p136,v488,Kayunga,Ntenjeru,Nazigo,Natteta,Kiribedda,2020,Kiribedda CU Primary School,Government,Boys,63,29,30,30,20,19,10,201,,,,,,,,,,,
d102,c102,s106,p137,v492,Kayunga,Ntenjeru,Nazigo,Kimanya,Kisoga,2020,Kisoga RC Primary School,Government,Boys,44,48,48,56,55,28,24,303,,,,,,,,,,,
d102,c102,s106,p132,v468,Kayunga,Ntenjeru,Nazigo,Bukamba,Kiswa,2020,Kiswa RC Primary School,Government,Boys,58,25,28,31,32,29,24,227,,,,,,,,,,,
d102,c102,s106,p137,v493,Kayunga,Ntenjeru,Nazigo,Kimanya,Kiziika,2020,Kiziika CU Primary School,Government,Boys,42,43,45,17,15,15,5,182,,,,,,,,,,,
d102,c102,s106,p138,v357,Kayunga,Ntenjeru,Nazigo,Nazigo,Kyampisi,2020,Kyampisi CU Primary School,Government,Boys,39,30,29,28,27,26,19,198,,,,,,,,,,,
d102,c102,s106,p138,v499,Kayunga,Ntenjeru,Nazigo,Nazigo,Magala,2020,Magala RC Primary School,Government,Boys,33,30,22,29,28,20,19,181,,,,,,,,,,,
d102,c102,s106,p134,v475,Kayunga,Ntenjeru,Nazigo,Nsiima,Zakaria Zone,2020,Musiitwa UMEA Primary School,Government,Boys,105,70,54,54,52,53,16,404,,,,,,,,,,,
d102,c102,s106,p135,v488,Kayunga,Ntenjeru,Nazigo,Katikanyonyi,Kiribedda,2020,Nakatooke RC Primary School,Government,Boys,77,57,34,29,25,17,12,251,,,,,,,,,,,
d102,c102,s106,p136,v488,Kayunga,Ntenjeru,Nazigo,Natteta,Kiribedda,2020,Natteta CU Primary School,Government,Boys,20,23,43,41,44,41,18,230,,,,,,,,,,,
d102,c102,s106,p138,,Kayunga,Ntenjeru,Nazigo,Nazigo,,2020,Nazigo Demonstration Primary School,Government,Boys,30,36,36,49,24,40,20,235,,,,,,,,,,,
d102,c102,s106,p134,,Kayunga,Ntenjeru,Nazigo,Nsiima,,2020,Nazigo RC Primary School,Government,Boys,56,67,91,98,84,74,49,519,,,,,,,,,,,
d102,c102,s106,p134,v478,Kayunga,Ntenjeru,Nazigo,Nsiima,Kotwe D,2020,Nsiima CU Primary School,Government,Boys,56,55,60,38,33,26,23,291,,,,,,,,,,,
d102,c102,s106,p133,v472,Kayunga,Ntenjeru,Nazigo,Kirindi,Kirindi,2020,St Lwanga Kirindi Primary School,Government,Boys,61,32,29,25,20,6,0,173,,,,,,,,,,,
d102,c102,s106,p136,v490,Kayunga,Ntenjeru,Nazigo,Natteta,Wabirongo,2020,Wabirongo CU Primary School,Government,Boys,68,58,52,45,52,30,20,325,,,,,,,,,,,
d102,c102,s106,p132,v464,Kayunga,Ntenjeru,Nazigo,Bukamba,Bukamba A,2020,Bukamba CU Primary School,Government,Girls,43,42,42,40,65,57,38,327,,,,,,,,,,,
d102,c102,s106,p135,v483,Kayunga,Ntenjeru,Nazigo,Katikanyonyi,Katikanyonyi,2020,Katikanyonyi CU Primary School,Government,Girls,34,37,35,26,48,10,0,190,,,,,,,,,,,
d102,c102,s106,p133,v113,Kayunga,Ntenjeru,Nazigo,Kirindi,Gayaza,2020,Kikonyogo Primary School,Government,Girls,40,17,20,23,26,25,12,163,,,,,,,,,,,
d102,c102,s106,p137,v491,Kayunga,Ntenjeru,Nazigo,Kimanya,Kimanya,2020,Kimanya CU Primary School,Government,Girls,98,100,86,70,68,63,33,518,,,,,,,,,,,
d102,c102,s106,p137,,Kayunga,Ntenjeru,Nazigo,Kimanya,,2020,Kimanya Islamic Primary School,Private,Girls,40,38,34,40,35,32,14,233,,,,,,,,,,,
d102,c102,s106,p136,v488,Kayunga,Ntenjeru,Nazigo,Natteta,Kiribedda,2020,Kiribedda CU Primary School,Government,Girls,56,36,38,36,34,32,12,244,,,,,,,,,,,
d102,c102,s106,p137,v492,Kayunga,Ntenjeru,Nazigo,Kimanya,Kisoga,2020,Kisoga RC Primary School,Government,Girls,60,42,49,44,54,52,31,332,,,,,,,,,,,
d102,c102,s106,p132,v468,Kayunga,Ntenjeru,Nazigo,Bukamba,Kiswa,2020,Kiswa RC Primary School,Government,Girls,43,36,32,34,36,33,33,247,,,,,,,,,,,
d102,c102,s106,p137,v493,Kayunga,Ntenjeru,Nazigo,Kimanya,Kiziika,2020,Kiziika CU Primary School,Government,Girls,61,52,48,25,17,12,10,225,,,,,,,,,,,
d102,c102,s106,p138,v357,Kayunga,Ntenjeru,Nazigo,Nazigo,Kyampisi,2020,Kyampisi CU Primary School,Government,Girls,40,42,38,34,25,19,19,217,,,,,,,,,,,
d102,c102,s106,p138,v499,Kayunga,Ntenjeru,Nazigo,Nazigo,Magala,2020,Magala RC Primary School,Government,Girls,41,25,26,21,14,12,9,148,,,,,,,,,,,
d102,c102,s106,p134,v475,Kayunga,Ntenjeru,Nazigo,Nsiima,Zakaria Zone,2020,Musiitwa UMEA Primary School,Government,Girls,95,56,70,66,67,70,23,447,,,,,,,,,,,
d102,c102,s106,p135,v488,Kayunga,Ntenjeru,Nazigo,Katikanyonyi,Kiribedda,2020,Nakatooke RC Primary School,Government,Girls,56,48,29,34,30,15,23,235,,,,,,,,,,,
d102,c102,s106,p136,v488,Kayunga,Ntenjeru,Nazigo,Natteta,Kiribedda,2020,Natteta CU Primary School,Government,Girls,37,53,51,48,42,39,12,282,,,,,,,,,,,
d102,c102,s106,p138,,Kayunga,Ntenjeru,Nazigo,Nazigo,,2020,Nazigo Demonstration Primary School,Government,Girls,41,38,45,24,55,46,44,293,,,,,,,,,,,
d102,c102,s106,p134,,Kayunga,Ntenjeru,Nazigo,Nsiima,,2020,Nazigo RC Primary School,Government,Girls,74,43,78,72,103,97,50,517,,,,,,,,,,,
d102,c102,s106,p134,v478,Kayunga,Ntenjeru,Nazigo,Nsiima,Kotwe D,2020,Nsiima CU Primary School,Government,Girls,71,61,74,59,44,31,17,357,,,,,,,,,,,
d102,c102,s106,p133,v472,Kayunga,Ntenjeru,Nazigo,Kirindi,Kirindi,2020,St Lwanga Kirindi Primary School,Government,Girls,76,45,39,31,24,9,0,224,,,,,,,,,,,
d102,c102,s106,p136,v490,Kayunga,Ntenjeru,Nazigo,Natteta,Wabirongo,2020,Wabirongo CU Primary School,Government,Girls,84,62,64,57,53,39,26,385,,,,,,,,,,,
d102,c102,s107,p131,v230,Kayunga,Ntenjeru,Kangulumira,Seeta Nyiize,Nakirubi,2020,All Saints Nakirubi CU Primary School,Government,Boys,40,23,39,37,25,30,11,205,,,,,,,,,,,
d102,c102,s107,p131,v228,Kayunga,Ntenjeru,Kangulumira,Seeta Nyiize,Bukasa,2020,Bukasa CU Primary School,Government,Boys,25,12,13,8,7,1,5,71,,,,,,,,,,,
d102,c102,s107,p130,v222,Kayunga,Ntenjeru,Kangulumira,Kawomya,Bukeeka,2020,Bukeeka CU Primary School,Government,Boys,90,60,69,65,58,34,22,398,,,,,,,,,,,
d102,c102,s107,p129,v215,Kayunga,Ntenjeru,Kangulumira,Kikwanya,Kikwanya,2020,Kikwanya CU Primary School,Government,Boys,47,20,33,17,15,11,4,147,,,,,,,,,,,
d102,c102,s107,p129,v216,Kayunga,Ntenjeru,Kangulumira,Kikwanya,Kimooli,2020,Kimooli UMEA Primary School,Government,Boys,74,32,44,38,34,35,14,271,,,,,,,,,,,
d102,c102,s107,p130,v224,Kayunga,Ntenjeru,Kangulumira,Kawomya,Kungu,2020,Kungu CU Primary School,Government,Boys,40,40,30,28,24,24,10,196,,,,,,,,,,,
d102,c102,s107,p130,v225,Kayunga,Ntenjeru,Kangulumira,Kawomya,Maligita,2020,Maligita Primary School,Government,Boys,31,12,27,21,29,28,24,172,,,,,,,,,,,
d102,c102,s107,p131,v234,Kayunga,Ntenjeru,Kangulumira,Seeta Nyiize,Wantayi,2020,Nyiize CU Primary School,Government,Boys,114,71,77,76,50,50,32,470,,,,,,,,,,,
d102,c102,s107,p131,v232,Kayunga,Ntenjeru,Kangulumira,Seeta Nyiize,Nyiize,2020,Nyiize RC Primary School,Government,Boys,44,34,28,32,18,19,19,194,,,,,,,,,,,
d102,c102,s107,p131,v230,Kayunga,Ntenjeru,Kangulumira,Seeta Nyiize,Nakirubi,2020,All Saints Nakirubi CU Primary School,Government,Girls,51,30,48,55,45,18,18,265,,,,,,,,,,,
d102,c102,s107,p131,v228,Kayunga,Ntenjeru,Kangulumira,Seeta Nyiize,Bukasa,2020,Bukasa CU Primary School,Government,Girls,30,12,12,8,4,5,1,72,,,,,,,,,,,
d102,c102,s107,p130,v222,Kayunga,Ntenjeru,Kangulumira,Kawomya,Bukeeka,2020,Bukeeka CU Primary School,Government,Girls,89,84,68,54,39,45,26,405,,,,,,,,,,,
d102,c102,s107,p129,v215,Kayunga,Ntenjeru,Kangulumira,Kikwanya,Kikwanya,2020,Kikwanya CU Primary School,Government,Girls,50,29,28,20,18,9,8,162,,,,,,,,,,,
d102,c102,s107,p129,v216,Kayunga,Ntenjeru,Kangulumira,Kikwanya,Kimooli,2020,Kimooli UMEA Primary School,Government,Girls,56,26,37,22,24,20,12,197,,,,,,,,,,,
d102,c102,s107,p130,v224,Kayunga,Ntenjeru,Kangulumira,Kawomya,Kungu,2020,Kungu CU Primary School,Government,Girls,50,51,45,36,36,26,20,264,,,,,,,,,,,
d102,c102,s107,p130,v225,Kayunga,Ntenjeru,Kangulumira,Kawomya,Maligita,2020,Maligita Primary School,Government,Girls,26,25,25,32,27,29,26,190,,,,,,,,,,,
d102,c102,s107,p131,v234,Kayunga,Ntenjeru,Kangulumira,Seeta Nyiize,Wantayi,2020,Nyiize CU Primary School,Government,Girls,108,50,55,72,60,60,33,438,,,,,,,,,,,
d102,c102,s107,p131,v232,Kayunga,Ntenjeru,Kangulumira,Seeta Nyiize,Nyiize,2020,Nyiize RC Primary School,Government,Girls,60,40,31,30,25,26,21,233,,,,,,,,,,,
d102,c102,s108,p107,v384,Kayunga,Ntenjeru,Kayunga,Bukujju,Bukujju,2020,Bukujju UMEA Primary School,Government,Boys,49,37,40,45,47,31,17,266,,,,,,,,,,,
d102,c102,s108,p102,v348,Kayunga,Ntenjeru,Kayunga,Busaale,Busaale,2020,Busaale CU Primary School,Government,Boys,68,73,39,42,17,14,14,267,,,,,,,,,,,
d102,c102,s108,p102,v348,Kayunga,Ntenjeru,Kayunga,Busaale,Busaale,2020,Busaale RC Primary School,Government,Boys,14,24,18,13,17,12,4,102,,,,,,,,,,,
d102,c102,s108,p105,v369,Kayunga,Ntenjeru,Kayunga,Buyobe,Buwungiro,2020,Buwungiro Primary School,Government,Boys,30,30,35,36,25,15,15,186,,,,,,,,,,,
d102,c102,s108,p103,v354,Kayunga,Ntenjeru,Kayunga,Bukolooto,Bwetyaba,2020,Bwetyaba RC Primary School,Government,Boys,98,101,59,60,46,39,37,440,,,,,,,,,,,
d102,c102,s108,p105,v371,Kayunga,Ntenjeru,Kayunga,Buyobe,Kanjuki Wabusonko,2020,Kanjuki CU Primary School,Government,Boys,41,31,33,39,31,37,29,241,,,,,,,,,,,
d102,c102,s108,p105,v371,Kayunga,Ntenjeru,Kayunga,Buyobe,Kanjuki Wabusonko,2020,Kanjuki RC Primary School,Government,Boys,33,23,25,16,23,18,12,150,,,,,,,,,,,
d102,c102,s108,p105,v371,Kayunga,Ntenjeru,Kayunga,Buyobe,Kanjuki Wabusonko,2020,Kanjuki UMEA Primary School,Government,Boys,82,45,61,72,67,36,26,389,,,,,,,,,,,
d102,c102,s108,p104,v362,Kayunga,Ntenjeru,Kayunga,Nakaseeta,Kisombwa,2020,Kisombwa Primary School,Government,Boys,49,22,18,14,6,0,0,109,,,,,,,,,,,
d102,c102,s108,p106,v382,Kayunga,Ntenjeru,Kayunga,Nsotoka,Kiwooza A,2020,Kiwooza CU Primary School,Government,Boys,38,28,36,34,28,18,15,197,,,,,,,,,,,
d102,c102,s108,p106,v380,Kayunga,Ntenjeru,Kayunga,Nsotoka,Kiwooza B,2020,Kiwooza RC Primary School,Government,Boys,76,36,27,28,27,21,10,225,,,,,,,,,,,
d102,c102,s108,p105,v375,Kayunga,Ntenjeru,Kayunga,Buyobe,Kyanya,2020,Kyanya CU Primary School,Government,Boys,42,27,32,34,27,20,17,199,,,,,,,,,,,
d102,c102,s108,p101,v346,Kayunga,Ntenjeru,Kayunga,Bubajjwe,Kaazi B,2020,Mugema Primary School,Government,Boys,56,54,47,39,75,41,41,353,,,,,,,,,,,
d102,c102,s108,p104,v364,Kayunga,Ntenjeru,Kayunga,Nakaseeta,Nakaziba,2020,Nakaziba CU Primary School,Government,Boys,32,22,12,13,17,9,13,118,,,,,,,,,,,
d102,c102,s108,p106,v376,Kayunga,Ntenjeru,Kayunga,Nsotoka,Namulanda,2020,Namulanda CU Primary School,Government,Boys,42,30,33,31,36,31,20,223,,,,,,,,,,,
d102,c102,s108,p106,v376,Kayunga,Ntenjeru,Kayunga,Nsotoka,Namulanda,2020,Namulanda RC Primary School,Government,Boys,38,38,44,38,45,14,30,247,,,,,,,,,,,
d102,c102,s108,p103,v358,Kayunga,Ntenjeru,Kayunga,Bukolooto,Nawandagala,2020,Nawandagala RC Primary School,Government,Boys,18,49,39,31,34,26,8,205,,,,,,,,,,,
d102,c102,s108,p108,v392,Kayunga,Ntenjeru,Kayunga,Kiteredde,Kiteredde,2020,Ssekagya Islamic Primary School,Government,Boys,42,36,45,42,43,38,21,267,,,,,,,,,,,
d102,c102,s108,p103,v360,Kayunga,Ntenjeru,Kayunga,Bukolooto,Ntooke,2020,Ssezibwa CU Primary School,Government,Boys,21,29,33,19,24,19,21,166,,,,,,,,,,,
d102,c102,s108,p107,v384,Kayunga,Ntenjeru,Kayunga,Bukujju,Bukujju,2020,Bukujju UMEA Primary School,Government,Girls,44,34,36,39,47,26,15,241,,,,,,,,,,,
d102,c102,s108,p102,v348,Kayunga,Ntenjeru,Kayunga,Busaale,Busaale,2020,Busaale CU Primary School,Government,Girls,64,55,40,46,41,17,22,285,,,,,,,,,,,
d102,c102,s108,p102,v348,Kayunga,Ntenjeru,Kayunga,Busaale,Busaale,2020,Busaale RC Primary School,Government,Girls,18,12,11,12,9,3,4,69,,,,,,,,,,,
d102,c102,s108,p105,v369,Kayunga,Ntenjeru,Kayunga,Buyobe,Buwungiro,2020,Buwungiro Primary School,Government,Girls,36,34,37,32,20,19,18,196,,,,,,,,,,,
d102,c102,s108,p103,v354,Kayunga,Ntenjeru,Kayunga,Bukolooto,Bwetyaba,2020,Bwetyaba RC Primary School,Government,Girls,79,85,67,61,58,57,39,446,,,,,,,,,,,
d102,c102,s108,p105,v371,Kayunga,Ntenjeru,Kayunga,Buyobe,Kanjuki Wabusonko,2020,Kanjuki CU Primary School,Government,Girls,41,23,26,40,59,43,24,256,,,,,,,,,,,
d102,c102,s108,p105,v371,Kayunga,Ntenjeru,Kayunga,Buyobe,Kanjuki Wabusonko,2020,Kanjuki RC Primary School,Government,Girls,26,14,20,19,26,19,16,140,,,,,,,,,,,
d102,c102,s108,p105,v371,Kayunga,Ntenjeru,Kayunga,Buyobe,Kanjuki Wabusonko,2020,Kanjuki UMEA Primary School,Government,Girls,64,51,37,65,78,81,32,408,,,,,,,,,,,
d102,c102,s108,p104,v362,Kayunga,Ntenjeru,Kayunga,Nakaseeta,Kisombwa,2020,Kisombwa Primary School,Government,Girls,36,28,19,16,7,0,0,106,,,,,,,,,,,
d102,c102,s108,p106,v382,Kayunga,Ntenjeru,Kayunga,Nsotoka,Kiwooza A,2020,Kiwooza CU Primary School,Government,Girls,41,39,30,36,29,14,16,205,,,,,,,,,,,
d102,c102,s108,p106,v380,Kayunga,Ntenjeru,Kayunga,Nsotoka,Kiwooza B,2020,Kiwooza RC Primary School,Government,Girls,73,32,28,30,34,20,15,232,,,,,,,,,,,
d102,c102,s108,p105,v375,Kayunga,Ntenjeru,Kayunga,Buyobe,Kyanya,2020,Kyanya CU Primary School,Government,Girls,30,19,18,22,31,24,16,160,,,,,,,,,,,
d102,c102,s108,p101,v346,Kayunga,Ntenjeru,Kayunga,Bubajjwe,Kaazi B,2020,Mugema Primary School,Government,Girls,60,45,45,47,60,72,41,370,,,,,,,,,,,
d102,c102,s108,p104,v364,Kayunga,Ntenjeru,Kayunga,Nakaseeta,Nakaziba,2020,Nakaziba CU Primary School,Government,Girls,25,14,14,17,10,7,9,96,,,,,,,,,,,
d102,c102,s108,p106,v376,Kayunga,Ntenjeru,Kayunga,Nsotoka,Namulanda,2020,Namulanda CU Primary School,Government,Girls,44,40,41,42,43,36,38,284,,,,,,,,,,,
d102,c102,s108,p106,v376,Kayunga,Ntenjeru,Kayunga,Nsotoka,Namulanda,2020,Namulanda RC Primary School,Government,Girls,36,45,23,21,27,29,13,194,,,,,,,,,,,
d102,c102,s108,p103,v358,Kayunga,Ntenjeru,Kayunga,Bukolooto,Nawandagala,2020,Nawandagala RC Primary School,Government,Girls,16,45,25,31,34,36,19,206,,,,,,,,,,,
d102,c102,s108,p108,v392,Kayunga,Ntenjeru,Kayunga,Kiteredde,Kiteredde,2020,Ssekagya Islamic Primary School,Government,Girls,49,39,40,44,43,33,15,263,,,,,,,,,,,
d102,c102,s108,p103,v360,Kayunga,Ntenjeru,Kayunga,Bukolooto,Ntooke,2020,Ssezibwa CU Primary School,Government,Girls,12,17,32,23,20,19,14,137,,,,,,,,,,,
d102,c102,s109,p148,v407,Kayunga,Ntenjeru,Kayunga Town Council,Namagabi Ward,Namagabi A,2020,Kayunga Girls Primary School,Government,Boys,28,30,31,39,34,51,25,238,,,,,,,,,,,
d102,c102,s109,p148,v407,Kayunga,Ntenjeru,Kayunga Town Council,Namagabi Ward,Namagabi A,2020,Kayunga Mixed Primary School,Government,Boys,71,44,54,49,44,30,8,300,,,,,,,,,,,
d102,c102,s109,p148,v407,Kayunga,Ntenjeru,Kayunga Town Council,Namagabi Ward,Namagabi A,2020,Namagabi Bishop Brown Primary School,Government,Boys,20,11,18,28,29,30,18,154,,,,,,,,,,,
d102,c102,s109,p148,v408,Kayunga,Ntenjeru,Kayunga Town Council,Namagabi Ward,Namagabi B,2020,Namagabi UMEA Primary School,Government,Boys,69,48,75,61,80,78,30,441,,,,,,,,,,,
d102,c102,s109,,v359,Kayunga,Ntenjeru,Kayunga Town Council,Bukolooto Ward,Ndeeba,2020,Ndeeba CU Primary School,Government,Boys,42,49,42,52,59,45,28,317,,,,,,,,,,,
d102,c102,s109,p146,v402,Kayunga,Ntenjeru,Kayunga Town Council,Ntenjeru Ward,Ntenjeru II,2020,St Andrew Ntenjeru RC Primary School,Government,Boys,21,23,17,13,11,11,15,111,,,,,,,,,,,
d102,c102,s109,p146,v403,Kayunga,Ntenjeru,Kayunga Town Council,Ntenjeru Ward,Tente,2020,Tente Primary School,Government,Boys,34,40,53,49,23,28,30,257,,,,,,,,,,,
d102,c102,s109,p148,v407,Kayunga,Ntenjeru,Kayunga Town Council,Namagabi Ward,Namagabi A,2020,Kayunga Girls Primary School,Government,Girls,38,41,38,44,60,58,33,312,,,,,,,,,,,
d102,c102,s109,p148,v407,Kayunga,Ntenjeru,Kayunga Town Council,Namagabi Ward,Namagabi A,2020,Kayunga Mixed Primary School,Government,Girls,71,65,66,53,47,28,32,362,,,,,,,,,,,
d102,c102,s109,p148,v407,Kayunga,Ntenjeru,Kayunga Town Council,Namagabi Ward,Namagabi A,2020,Namagabi Bishop Brown Primary School,Government,Girls,31,37,37,35,33,47,20,240,,,,,,,,,,,
d102,c102,s109,p148,v408,Kayunga,Ntenjeru,Kayunga Town Council,Namagabi Ward,Namagabi B,2020,Namagabi UMEA Primary School,Government,Girls,62,58,69,79,89,95,57,509,,,,,,,,,,,
d102,c102,s109,,v359,Kayunga,Ntenjeru,Kayunga Town Council,Bukolooto Ward,Ndeeba,2020,Ndeeba CU Primary School,Government,Girls,33,39,43,69,58,56,35,333,,,,,,,,,,,
d102,c102,s109,p146,v402,Kayunga,Ntenjeru,Kayunga Town Council,Ntenjeru Ward,Ntenjeru II,2020,St Andrew Ntenjeru RC Primary School,Government,Girls,15,20,15,12,16,13,8,99,,,,,,,,,,,
d102,c102,s109,p146,v403,Kayunga,Ntenjeru,Kayunga Town Council,Ntenjeru Ward,Tente,2020,Tente Primary School,Government,Girls,23,33,27,43,50,53,37,266,,,,,,,,,,,
