district_id,county_id,subcounty_id,parish_id,village_id,district,county,subcounty,parish,village,year,level,ownership,name_of_school,staus,gps_cordinates
d102,c102,s109,,,Kayunga,Ntenjeru,Kayunga Town Council,,,2023,Secondary,Private,Kayunga Light College Senior Secondary School,Active,"0.7091585431189451, 32.90335644966357"
d102,c102,s109,,,Kayunga,Ntenjeru,Kayunga Town Council,,,2023,Secondary,Private,Kingstone Senior Secondary School,Active,"0.6861664243547332, 32.91983820495027"
d102,c102,s112,,,Kayunga,Ntenjeru,Kangulumira Town Council,,,2023,Secondary,Private,Kisega High School,Active,"0.5895009091281181, 33.01880163157865"
d102,c101,s104,,,Kayunga,Bbaale,Kitimbwa,,,2023,Secondary,Government,Kitatya Senior Secondary School,Active,
d102,c101,s113,,,Kayunga,Bbaale,Kitimbwa Town Council,,,2023,Secondary,Private,Kitimbwa Bright Future Academy,Active,
d102,c101,s113,,,Kayunga,Bbaale,Kitimbwa Town Council,,,2023,Secondary,Private,Kitimbwa High School,Active,"0.8500627309156522, 32.87452964847791"
d102,c102,s109,,,Kayunga,Ntenjeru,Kayunga Town Council,,,2023,Secondary,Private,Lion Of Judah Senior Secondary School,Active,
d102,c102,s107,,,Kayunga,Ntenjeru,Kangulumira,,,2023,Secondary,Private,Marks Oasis Senior Secondary School,Active,
d102,c101,s113,,,Kayunga,Bbaale,Kitimbwa Town Council,,,2023,Secondary,Private,Mt Carmel Education Centre,Active,
d102,c102,s108,,,Kayunga,Ntenjeru,Kayunga,,,2023,Secondary,Private,Mugema Senior Secondary School,Active,"0.720436995036023, 32.93581617360647"
d102,c101,s103,,,Kayunga,Bbaale,Kayonza,,,2023,Secondary,Private,Mukono Comprehensive School Kitwe,Active,
d102,c102,s106,,,Kayunga,Ntenjeru,Nazigo,,,2023,Secondary,Government,Musiitwa Seed Secondary School,Active,"0.6990940521003481, 33.03288293127737"
d102,c102,s109,,,Kayunga,Ntenjeru,Kayunga Town Council,,,2023,Secondary,Private,Muyalen High School,Active,"0.7300182106892042, 32.89179480244106"
d102,c101,s103,,,Kayunga,Bbaale,Kayonza,,,2023,Secondary,Government,Naalinya Irene Ndagire Secondary School,Active,
d102,c101,s103,,,Kayunga,Bbaale,Kayonza,,,2023,Secondary,Private,Nakyessa Parents Senior Secondary School,Active,
d102,c101,s103,,,Kayunga,Bbaale,Kayonza,,,2023,Secondary,Private,Nakyessa Senior Secondary School,Active,
d102,c102,s109,,,Kayunga,Ntenjeru,Kayunga Town Council,,,2023,Secondary,Government,Namagabi Senior Secondary School,Active,"0.7045891374988242, 32.909065802441106"
d102,c102,s106,,,Kayunga,Ntenjeru,Nazigo,,,2023,Secondary,Private,Nazigo Islamic Senior Seecondary School,Active,
d102,c102,s106,,,Kayunga,Ntenjeru,Nazigo,,,2023,Secondary,Private,Nazigo Nile Senior Secondary School,Active,
d102,c102,s111,,,Kayunga,Ntenjeru,Nazigo Town Council,,,2023,Secondary,Private,Nazigo Noor Senior Secondary School,Active,
d102,c102,s111,,,Kayunga,Ntenjeru,Nazigo Town Council,,,2023,Secondary,Private,Nazigo Town Senior Secondary School,Active,"0.644338651845536, 32.983645160113895"
d102,c102,s109,,,Kayunga,Ntenjeru,Kayunga Town Council,,,2023,Secondary,Government,Ndeeba Senior Secondary School,Active,
d102,c102,s106,,,Kayunga,Ntenjeru,Nazigo,,,2023,Secondary,Private,Outspan Senior Secondary School Nazigo,Active,"0.6651990430204574, 33.02307319951237"
d102,c102,s107,,,Kayunga,Ntenjeru,Kangulumira,,,2023,Secondary,Private,Ronah High School,Active,
d102,c101,s102,,,Kayunga,Bbaale,Bbaale,,,2023,Secondary,Private,Sekisinde Vocational School,Active,
d102,c102,s108,,,Kayunga,Ntenjeru,Kayunga,,,2023,Secondary,Private,Suuka Islamic Secondary School,Active,"0.6625137453198205, 32.95340563169124"
d102,c102,s105,,,Kayunga,Ntenjeru,Busaana,,,2023,Secondary,Private,Spring College Namusala,Active,
d102,c102,s111,,,Kayunga,Ntenjeru,Nazigo Town Council,,,2023,Secondary,Private,St Apollo Senior Secondary School Nazigo,Active,"0.643978455117989, 32.98513524232806"
d102,c101,s101,,,Kayunga,Bbaale,Galiraya,,,2023,Secondary,Private,St Boniface Secondary School Kasokwe,Active,
d102,c102,s107,,,Kayunga,Ntenjeru,Kangulumira,,,2023,Secondary,Private,St James Bukeeka Secondary School,Active,
d102,c102,s106,,,Kayunga,Ntenjeru,Nazigo,,,2023,Secondary,Private,St John Apollo Secondary School,Active,
d102,c102,s108,,,Kayunga,Ntenjeru,Kayunga,,,2023,Secondary,Private,St Johns Busaale Secondary School,Active,
d102,c102,s111,,,Kayunga,Ntenjeru,Nazigo Town Council,,,2023,Secondary,Government,St Kalemba Senior Secondary School Nazigo,Active,"0.640504877401421, 32.99643002448961"
d102,c101,s113,,,Kayunga,Bbaale,Kitimbwa Town Council,,,2023,Secondary,Private,St Mathias Mulumba Secondary School,Active,"-0.6810209726072183, 35.06388729435192"
d102,c102,s105,,,Kayunga,Ntenjeru,Busaana,,,2023,Secondary,Private,St Mark High School,Active,
d102,c102,s105,,,Kayunga,Ntenjeru,Busaana,,,2023,Secondary,Government,St Peters Kibuzi Senior Secondary School,Active,"0.7312827981029075, 32.98183625097558"
d102,c102,s112,,,Kayunga,Ntenjeru,Kangulumira Town Council,,,2023,Secondary,Private,St Ponsion Ngondwe Secondary School,Active,
d102,c102,s107,,,Kayunga,Ntenjeru,Kangulumira,,,2023,Secondary,Private,Uganda Martrys Cen Senior Secondary School,Active,"0.5830639545284295, 33.03439032284931"
d102,c102,s105,,,Kayunga,Ntenjeru,Busaana,,,2023,Secondary,Private,Uganda Martrys Secondary School Kayunga,Active,"0.7117983881901382, 32.90971160864815"
d102,c102,s112,,,Kayunga,Ntenjeru,Kangulumira Town Council,,,2023,Secondary,Private,Uganda Martyrs Senior Secondary School Kangulumira,Active,
d102,c102,s107,,,Kayunga,Ntenjeru,Kangulumira,,,2023,Secondary,Private,Vision For Africa Senior Secondary School,Active,
d102,c102,s111,,,Kayunga,Ntenjeru,Nazigo Town Council,,,2023,Secondary,Private,Yale High School,Active,"0.6317338083913996, 32.99612445386274"
