district_id,county_id,subcounty_id,parish_id,district,county,subcounty,parish,year,school_name,ownership,level,type_of_infrastructure,description,number_of_infrastructure,status
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Gayaza CU Primary School,Government,Primary,Pitlatrines,,2,Good
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Gayaza CU Primary School,Government,Primary,Toilet Stances Boys,,5,Good
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Gayaza CU Primary School,Government,Primary,Toilet Stances Girls,,4,Good
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Gayaza CU Primary School,Government,Primary,Staff Houses,,0,
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Gayaza CU Primary School,Government,Primary,Text Books,,0,
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Gayaza CU Primary School,Government,Primary,Electricity,Umeme,1,Good
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Gayaza CU Primary School,Government,Primary,Computers,,1,Good
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Gayaza CU Primary School,Government,Primary,Internet,,0,
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Gayaza CU Primary School,Government,Primary,Basic Drinking Water,,0,
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Gayaza CU Primary School,Government,Primary,Supportive Equipments for PWDs,,0,
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Gayaza CU Primary School,Government,Primary,Standard Sports Ground,,0,
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Gayaza CU Primary School,Government,Primary,Football Ground,,0,
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Gayaza CU Primary School,Government,Primary,Netball Ground,,0,
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Gayaza CU Primary School,Government,Primary,Athletics Facilities or equipments,,0,
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Gayaza CU Primary School,Government,Primary,Children Accessing a School Meal,,0,
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Gayaza CU Primary School,Government,Primary,Children accessing School Porridge,,0,
d102,c101,s102,p110,Kayunga,Bbaale,Bbaale,Misanga,2022,Misanga CU Primary School,Government,Primary,Desks,,66,Good
d102,c101,s102,p110,Kayunga,Bbaale,Bbaale,Misanga,2022,Misanga CU Primary School,Government,Primary,Permanent Classroom Blocks,,3,Good
d102,c101,s102,p110,Kayunga,Bbaale,Bbaale,Misanga,2022,Misanga CU Primary School,Government,Primary,Permanent Functional Classrooms,,7,Good
d102,c101,s102,p110,Kayunga,Bbaale,Bbaale,Misanga,2022,Misanga CU Primary School,Government,Primary,Temporary Functional Classrooms,,0,
d102,c101,s102,p110,Kayunga,Bbaale,Bbaale,Misanga,2022,Misanga CU Primary School,Government,Primary,Pitlatrines,,1,Good
d102,c101,s102,p110,Kayunga,Bbaale,Bbaale,Misanga,2022,Misanga CU Primary School,Government,Primary,Toilet Stances Boys,,1,Good
d102,c101,s102,p110,Kayunga,Bbaale,Bbaale,Misanga,2022,Misanga CU Primary School,Government,Primary,Toilet Stances Girls,,5,Good
d102,c101,s102,p110,Kayunga,Bbaale,Bbaale,Misanga,2022,Misanga CU Primary School,Government,Primary,Staff Houses,,1,Good
d102,c101,s102,p110,Kayunga,Bbaale,Bbaale,Misanga,2022,Misanga CU Primary School,Government,Primary,Text Books,Majority of the books are fro lower primary,1121,Fair
d102,c101,s102,p110,Kayunga,Bbaale,Bbaale,Misanga,2022,Misanga CU Primary School,Government,Primary,Electricity,,0,
d102,c101,s102,p110,Kayunga,Bbaale,Bbaale,Misanga,2022,Misanga CU Primary School,Government,Primary,Computers,,0,
d102,c101,s102,p110,Kayunga,Bbaale,Bbaale,Misanga,2022,Misanga CU Primary School,Government,Primary,Internet,,0,
d102,c101,s102,p110,Kayunga,Bbaale,Bbaale,Misanga,2022,Misanga CU Primary School,Government,Primary,Basic Drinking Water,Dam,1,Fair
d102,c101,s102,p110,Kayunga,Bbaale,Bbaale,Misanga,2022,Misanga CU Primary School,Government,Primary,Supportive Equipments for PWDs,,0,
d102,c101,s102,p110,Kayunga,Bbaale,Bbaale,Misanga,2022,Misanga CU Primary School,Government,Primary,Standard Sports Ground,,1,Good
d102,c101,s102,p110,Kayunga,Bbaale,Bbaale,Misanga,2022,Misanga CU Primary School,Government,Primary,Football Ground,,1,Good
d102,c101,s102,p110,Kayunga,Bbaale,Bbaale,Misanga,2022,Misanga CU Primary School,Government,Primary,Netball Ground,,1,Good
d102,c101,s102,p110,Kayunga,Bbaale,Bbaale,Misanga,2022,Misanga CU Primary School,Government,Primary,Athletics Facilities or equipments,,1,Good
d102,c101,s102,p110,Kayunga,Bbaale,Bbaale,Misanga,2022,Misanga CU Primary School,Government,Primary,Children Accessing a School Meal,,0,
d102,c101,s102,p110,Kayunga,Bbaale,Bbaale,Misanga,2022,Misanga CU Primary School,Government,Primary,Children accessing School Porridge,,97,Good
d102,c101,s102,p112,Kayunga,Bbaale,Bbaale,Mugongo,2022,Mugongo Primary School,Government,Primary,Desks,,48,Good
d102,c101,s102,p112,Kayunga,Bbaale,Bbaale,Mugongo,2022,Mugongo Primary School,Government,Primary,Permanent Classroom Blocks,,3,Good
d102,c101,s102,p112,Kayunga,Bbaale,Bbaale,Mugongo,2022,Mugongo Primary School,Government,Primary,Permanent Functional Classrooms,,6,Good
d102,c101,s102,p112,Kayunga,Bbaale,Bbaale,Mugongo,2022,Mugongo Primary School,Government,Primary,Temporary Functional Classrooms,Under a mango tree,1,Poor
d102,c101,s102,p112,Kayunga,Bbaale,Bbaale,Mugongo,2022,Mugongo Primary School,Government,Primary,Pitlatrines,,2,Good
d102,c101,s102,p112,Kayunga,Bbaale,Bbaale,Mugongo,2022,Mugongo Primary School,Government,Primary,Toilet Stances Boys,,5,Good
d102,c101,s102,p112,Kayunga,Bbaale,Bbaale,Mugongo,2022,Mugongo Primary School,Government,Primary,Toilet Stances Girls,,5,Good
d102,c101,s102,p112,Kayunga,Bbaale,Bbaale,Mugongo,2022,Mugongo Primary School,Government,Primary,Staff Houses,The roof leaks,1,Poor
d102,c101,s102,p112,Kayunga,Bbaale,Bbaale,Mugongo,2022,Mugongo Primary School,Government,Primary,Text Books,Majority of the books are fro lower primary,2225,Fair
d102,c101,s102,p112,Kayunga,Bbaale,Bbaale,Mugongo,2022,Mugongo Primary School,Government,Primary,Electricity,,0,
d102,c101,s102,p112,Kayunga,Bbaale,Bbaale,Mugongo,2022,Mugongo Primary School,Government,Primary,Computers,,0,
d102,c101,s102,p112,Kayunga,Bbaale,Bbaale,Mugongo,2022,Mugongo Primary School,Government,Primary,Internet,,0,
d102,c101,s102,p112,Kayunga,Bbaale,Bbaale,Mugongo,2022,Mugongo Primary School,Government,Primary,Basic Drinking Water,Borehole,1,Good
d102,c101,s102,p112,Kayunga,Bbaale,Bbaale,Mugongo,2022,Mugongo Primary School,Government,Primary,Supportive Equipments for PWDs,,0,
d102,c101,s102,p112,Kayunga,Bbaale,Bbaale,Mugongo,2022,Mugongo Primary School,Government,Primary,Standard Sports Ground,,1,Good
d102,c101,s102,p112,Kayunga,Bbaale,Bbaale,Mugongo,2022,Mugongo Primary School,Government,Primary,Football Ground,,1,Good
d102,c101,s102,p112,Kayunga,Bbaale,Bbaale,Mugongo,2022,Mugongo Primary School,Government,Primary,Netball Ground,,1,Good
d102,c101,s102,p112,Kayunga,Bbaale,Bbaale,Mugongo,2022,Mugongo Primary School,Government,Primary,Athletics Facilities or equipments,,1,Good
d102,c101,s102,p112,Kayunga,Bbaale,Bbaale,Mugongo,2022,Mugongo Primary School,Government,Primary,Children Accessing a School Meal,,19,Good
d102,c101,s102,p112,Kayunga,Bbaale,Bbaale,Mugongo,2022,Mugongo Primary School,Government,Primary,Children accessing School Porridge,,8,Poor
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Namataala Primary School,Government,Primary,Desks,,143,Good
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Namataala Primary School,Government,Primary,Permanent Classroom Blocks,,3,Good
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Namataala Primary School,Government,Primary,Permanent Functional Classrooms,,7,Good
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Namataala Primary School,Government,Primary,Temporary Functional Classrooms,,0,
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Namataala Primary School,Government,Primary,Pitlatrines,,2,Good
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Namataala Primary School,Government,Primary,Toilet Stances Boys,,6,Good
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Namataala Primary School,Government,Primary,Toilet Stances Girls,,5,Good
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Namataala Primary School,Government,Primary,Staff Houses,,2,Good
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Namataala Primary School,Government,Primary,Text Books,Majority of the books are fro lower primary,2348,Fair
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Namataala Primary School,Government,Primary,Electricity,Solar,1,Good
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Namataala Primary School,Government,Primary,Computers,,0,
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Namataala Primary School,Government,Primary,Internet,,0,
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Namataala Primary School,Government,Primary,Basic Drinking Water,Borehole,1,Good
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Namataala Primary School,Government,Primary,Supportive Equipments for PWDs,,0,
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Namataala Primary School,Government,Primary,Standard Sports Ground,,1,Good
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Namataala Primary School,Government,Primary,Football Ground,,1,Good
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Namataala Primary School,Government,Primary,Netball Ground,,1,Good
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Namataala Primary School,Government,Primary,Athletics Facilities or equipments,,1,Good
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Namataala Primary School,Government,Primary,Children Accessing a School Meal,,39,Good
d102,c101,s102,p111,Kayunga,Bbaale,Bbaale,Kavule,2022,Namataala Primary School,Government,Primary,Children accessing School Porridge,,128,Good
d102,c101,s102,p113,Kayunga,Bbaale,Bbaale,Kokotero,2022,Tangoye Parents Primary School,Government,Primary,Desks,,0,
d102,c101,s102,p113,Kayunga,Bbaale,Bbaale,Kokotero,2022,Tangoye Parents Primary School,Government,Primary,Permanent Classroom Blocks,,0,
d102,c101,s102,p113,Kayunga,Bbaale,Bbaale,Kokotero,2022,Tangoye Parents Primary School,Government,Primary,Permanent Functional Classrooms,,0,
d102,c101,s102,p113,Kayunga,Bbaale,Bbaale,Kokotero,2022,Tangoye Parents Primary School,Government,Primary,Temporary Functional Classrooms,,0,
d102,c101,s102,p113,Kayunga,Bbaale,Bbaale,Kokotero,2022,Tangoye Parents Primary School,Government,Primary,Pitlatrines,,0,
d102,c101,s102,p113,Kayunga,Bbaale,Bbaale,Kokotero,2022,Tangoye Parents Primary School,Government,Primary,Toilet Stances Boys,,0,
d102,c101,s102,p113,Kayunga,Bbaale,Bbaale,Kokotero,2022,Tangoye Parents Primary School,Government,Primary,Toilet Stances Girls,,0,
d102,c101,s102,p113,Kayunga,Bbaale,Bbaale,Kokotero,2022,Tangoye Parents Primary School,Government,Primary,Staff Houses,,0,
d102,c101,s102,p113,Kayunga,Bbaale,Bbaale,Kokotero,2022,Tangoye Parents Primary School,Government,Primary,Text Books,,0,
d102,c101,s102,p113,Kayunga,Bbaale,Bbaale,Kokotero,2022,Tangoye Parents Primary School,Government,Primary,Electricity,,0,
d102,c101,s102,p113,Kayunga,Bbaale,Bbaale,Kokotero,2022,Tangoye Parents Primary School,Government,Primary,Computers,,0,
d102,c101,s102,p113,Kayunga,Bbaale,Bbaale,Kokotero,2022,Tangoye Parents Primary School,Government,Primary,Internet,,0,
d102,c101,s102,p113,Kayunga,Bbaale,Bbaale,Kokotero,2022,Tangoye Parents Primary School,Government,Primary,Basic Drinking Water,,0,
d102,c101,s102,p113,Kayunga,Bbaale,Bbaale,Kokotero,2022,Tangoye Parents Primary School,Government,Primary,Supportive Equipments for PWDs,,0,
d102,c101,s102,p113,Kayunga,Bbaale,Bbaale,Kokotero,2022,Tangoye Parents Primary School,Government,Primary,Standard Sports Ground,,0,
d102,c101,s102,p113,Kayunga,Bbaale,Bbaale,Kokotero,2022,Tangoye Parents Primary School,Government,Primary,Football Ground,,0,
d102,c101,s102,p113,Kayunga,Bbaale,Bbaale,Kokotero,2022,Tangoye Parents Primary School,Government,Primary,Netball Ground,,0,
d102,c101,s102,p113,Kayunga,Bbaale,Bbaale,Kokotero,2022,Tangoye Parents Primary School,Government,Primary,Athletics Facilities or equipments,,0,
d102,c101,s102,p113,Kayunga,Bbaale,Bbaale,Kokotero,2022,Tangoye Parents Primary School,Government,Primary,Children Accessing a School Meal,,0,
d102,c101,s102,p113,Kayunga,Bbaale,Bbaale,Kokotero,2022,Tangoye Parents Primary School,Government,Primary,Children accessing School Porridge,,0,
d102,c102,s105,p115,Kayunga,Ntenjeru,Busaana,Kasana,2022,Bisaka Parents Primary School,Government,Primary,Desks,,112,Good
d102,c102,s105,p115,Kayunga,Ntenjeru,Busaana,Kasana,2022,Bisaka Parents Primary School,Government,Primary,Permanent Classroom Blocks,,2,Good
d102,c102,s105,p115,Kayunga,Ntenjeru,Busaana,Kasana,2022,Bisaka Parents Primary School,Government,Primary,Permanent Functional Classrooms,,5,Good
d102,c102,s105,p115,Kayunga,Ntenjeru,Busaana,Kasana,2022,Bisaka Parents Primary School,Government,Primary,Temporary Functional Classrooms,p6 is under a tree,1,Poor
d102,c102,s105,p115,Kayunga,Ntenjeru,Busaana,Kasana,2022,Bisaka Parents Primary School,Government,Primary,Pitlatrines,,2,Good
d102,c102,s105,p115,Kayunga,Ntenjeru,Busaana,Kasana,2022,Bisaka Parents Primary School,Government,Primary,Toilet Stances Boys,,2,Good
d102,c102,s105,p115,Kayunga,Ntenjeru,Busaana,Kasana,2022,Bisaka Parents Primary School,Government,Primary,Toilet Stances Girls,,4,Good
d102,c102,s105,p115,Kayunga,Ntenjeru,Busaana,Kasana,2022,Bisaka Parents Primary School,Government,Primary,Staff Houses,,0,
d102,c102,s105,p115,Kayunga,Ntenjeru,Busaana,Kasana,2022,Bisaka Parents Primary School,Government,Primary,Text Books,Majority of the books are fro lower primary,827,Fair
d102,c102,s105,p115,Kayunga,Ntenjeru,Busaana,Kasana,2022,Bisaka Parents Primary School,Government,Primary,Electricity,,0,
d102,c102,s105,p115,Kayunga,Ntenjeru,Busaana,Kasana,2022,Bisaka Parents Primary School,Government,Primary,Computers,,0,
d102,c102,s105,p115,Kayunga,Ntenjeru,Busaana,Kasana,2022,Bisaka Parents Primary School,Government,Primary,Internet,,0,
d102,c102,s105,p115,Kayunga,Ntenjeru,Busaana,Kasana,2022,Bisaka Parents Primary School,Government,Primary,Basic Drinking Water,Borehole,1,Good
d102,c102,s105,p115,Kayunga,Ntenjeru,Busaana,Kasana,2022,Bisaka Parents Primary School,Government,Primary,Supportive Equipments for PWDs,,0,
d102,c102,s105,p115,Kayunga,Ntenjeru,Busaana,Kasana,2022,Bisaka Parents Primary School,Government,Primary,Standard Sports Ground,,1,Good
d102,c102,s105,p115,Kayunga,Ntenjeru,Busaana,Kasana,2022,Bisaka Parents Primary School,Government,Primary,Football Ground,,1,Good
d102,c102,s105,p115,Kayunga,Ntenjeru,Busaana,Kasana,2022,Bisaka Parents Primary School,Government,Primary,Netball Ground,,1,Good
d102,c102,s105,p115,Kayunga,Ntenjeru,Busaana,Kasana,2022,Bisaka Parents Primary School,Government,Primary,Athletics Facilities or equipments,,1,Good
d102,c102,s105,p115,Kayunga,Ntenjeru,Busaana,Kasana,2022,Bisaka Parents Primary School,Government,Primary,Children Accessing a School Meal,,0,
d102,c102,s105,p115,Kayunga,Ntenjeru,Busaana,Kasana,2022,Bisaka Parents Primary School,Government,Primary,Children accessing School Porridge,,309,Good
d102,c102,s110,p159,Kayunga,Ntenjeru,Busaana Town Council,Kasana Ward,2022,Bugaddu CU Primary School,Government,Primary,Desks,,130,Good
d102,c102,s110,p159,Kayunga,Ntenjeru,Busaana Town Council,Kasana Ward,2022,Bugaddu CU Primary School,Government,Primary,Permanent Classroom Blocks,,4,Good
d102,c102,s110,p159,Kayunga,Ntenjeru,Busaana Town Council,Kasana Ward,2022,Bugaddu CU Primary School,Government,Primary,Permanent Functional Classrooms,,11,Good
d102,c102,s110,p159,Kayunga,Ntenjeru,Busaana Town Council,Kasana Ward,2022,Bugaddu CU Primary School,Government,Primary,Temporary Functional Classrooms,,0,
d102,c102,s110,p159,Kayunga,Ntenjeru,Busaana Town Council,Kasana Ward,2022,Bugaddu CU Primary School,Government,Primary,Pitlatrines,,3,Good
d102,c102,s110,p159,Kayunga,Ntenjeru,Busaana Town Council,Kasana Ward,2022,Bugaddu CU Primary School,Government,Primary,Toilet Stances Boys,,5,Good
d102,c102,s110,p159,Kayunga,Ntenjeru,Busaana Town Council,Kasana Ward,2022,Bugaddu CU Primary School,Government,Primary,Toilet Stances Girls,,5,Good
d102,c102,s110,p159,Kayunga,Ntenjeru,Busaana Town Council,Kasana Ward,2022,Bugaddu CU Primary School,Government,Primary,Staff Houses,,0,
d102,c102,s110,p159,Kayunga,Ntenjeru,Busaana Town Council,Kasana Ward,2022,Bugaddu CU Primary School,Government,Primary,Text Books,Majority of the books are fro lower primary,895,Fair
d102,c102,s110,p159,Kayunga,Ntenjeru,Busaana Town Council,Kasana Ward,2022,Bugaddu CU Primary School,Government,Primary,Electricity,Umeme,1,Good
d102,c102,s110,p159,Kayunga,Ntenjeru,Busaana Town Council,Kasana Ward,2022,Bugaddu CU Primary School,Government,Primary,Computers,,0,
d102,c102,s110,p159,Kayunga,Ntenjeru,Busaana Town Council,Kasana Ward,2022,Bugaddu CU Primary School,Government,Primary,Internet,,0,
d102,c102,s110,p159,Kayunga,Ntenjeru,Busaana Town Council,Kasana Ward,2022,Bugaddu CU Primary School,Government,Primary,Basic Drinking Water,Borehole,1,Good
d102,c102,s110,p159,Kayunga,Ntenjeru,Busaana Town Council,Kasana Ward,2022,Bugaddu CU Primary School,Government,Primary,Supportive Equipments for PWDs,,0,
d102,c102,s110,p159,Kayunga,Ntenjeru,Busaana Town Council,Kasana Ward,2022,Bugaddu CU Primary School,Government,Primary,Standard Sports Ground,,1,Good
d102,c102,s110,p159,Kayunga,Ntenjeru,Busaana Town Council,Kasana Ward,2022,Bugaddu CU Primary School,Government,Primary,Football Ground,,1,Good
d102,c102,s110,p159,Kayunga,Ntenjeru,Busaana Town Council,Kasana Ward,2022,Bugaddu CU Primary School,Government,Primary,Netball Ground,,1,Good
d102,c102,s110,p159,Kayunga,Ntenjeru,Busaana Town Council,Kasana Ward,2022,Bugaddu CU Primary School,Government,Primary,Athletics Facilities or equipments,,1,Good
d102,c102,s110,p159,Kayunga,Ntenjeru,Busaana Town Council,Kasana Ward,2022,Bugaddu CU Primary School,Government,Primary,Children Accessing a School Meal,,45,Good
d102,c102,s110,p159,Kayunga,Ntenjeru,Busaana Town Council,Kasana Ward,2022,Bugaddu CU Primary School,Government,Primary,Children accessing School Porridge,,15,Good
d102,c102,s105,p116,Kayunga,Ntenjeru,Busaana,Nabuganyi,2022,Bumaali CU Primary School,Government,Primary,Desks,,90,Good
d102,c102,s105,p116,Kayunga,Ntenjeru,Busaana,Nabuganyi,2022,Bumaali CU Primary School,Government,Primary,Permanent Classroom Blocks,,2,Good
d102,c102,s105,p116,Kayunga,Ntenjeru,Busaana,Nabuganyi,2022,Bumaali CU Primary School,Government,Primary,Permanent Functional Classrooms,,4,Good
d102,c102,s105,p116,Kayunga,Ntenjeru,Busaana,Nabuganyi,2022,Bumaali CU Primary School,Government,Primary,Temporary Functional Classrooms,1 under the tree and 2 timber structures,3,Poor
d102,c102,s105,p116,Kayunga,Ntenjeru,Busaana,Nabuganyi,2022,Bumaali CU Primary School,Government,Primary,Pitlatrines,,2,Good
d102,c102,s105,p116,Kayunga,Ntenjeru,Busaana,Nabuganyi,2022,Bumaali CU Primary School,Government,Primary,Toilet Stances Boys,,3,Good
d102,c102,s105,p116,Kayunga,Ntenjeru,Busaana,Nabuganyi,2022,Bumaali CU Primary School,Government,Primary,Toilet Stances Girls,,2,Good
d102,c102,s105,p116,Kayunga,Ntenjeru,Busaana,Nabuganyi,2022,Bumaali CU Primary School,Government,Primary,Staff Houses,,0,
d102,c102,s105,p116,Kayunga,Ntenjeru,Busaana,Nabuganyi,2022,Bumaali CU Primary School,Government,Primary,Text Books,Majority of the books are fro lower primary,650,Fair
d102,c102,s105,p116,Kayunga,Ntenjeru,Busaana,Nabuganyi,2022,Bumaali CU Primary School,Government,Primary,Electricity,Umeme,1,Good
d102,c102,s105,p116,Kayunga,Ntenjeru,Busaana,Nabuganyi,2022,Bumaali CU Primary School,Government,Primary,Computers,,0,
d102,c102,s105,p116,Kayunga,Ntenjeru,Busaana,Nabuganyi,2022,Bumaali CU Primary School,Government,Primary,Internet,,0,
d102,c102,s105,p116,Kayunga,Ntenjeru,Busaana,Nabuganyi,2022,Bumaali CU Primary School,Government,Primary,Basic Drinking Water,,0,
d102,c102,s105,p116,Kayunga,Ntenjeru,Busaana,Nabuganyi,2022,Bumaali CU Primary School,Government,Primary,Supportive Equipments for PWDs,,0,
d102,c102,s105,p116,Kayunga,Ntenjeru,Busaana,Nabuganyi,2022,Bumaali CU Primary School,Government,Primary,Standard Sports Ground,,1,Good
d102,c102,s105,p116,Kayunga,Ntenjeru,Busaana,Nabuganyi,2022,Bumaali CU Primary School,Government,Primary,Football Ground,,1,Good
d102,c102,s105,p116,Kayunga,Ntenjeru,Busaana,Nabuganyi,2022,Bumaali CU Primary School,Government,Primary,Netball Ground,,1,Good
d102,c102,s105,p116,Kayunga,Ntenjeru,Busaana,Nabuganyi,2022,Bumaali CU Primary School,Government,Primary,Athletics Facilities or equipments,,1,Good
d102,c102,s105,p116,Kayunga,Ntenjeru,Busaana,Nabuganyi,2022,Bumaali CU Primary School,Government,Primary,Children Accessing a School Meal,,45,Good
d102,c102,s105,p116,Kayunga,Ntenjeru,Busaana,Nabuganyi,2022,Bumaali CU Primary School,Government,Primary,Children accessing School Porridge,,0,
d102,c102,s105,p116,Kayunga,Ntenjeru,Busaana,Nabuganyi,2022,Bumali UMEA Primary School,Government,Primary,Desks,,95,Good
d102,c102,s105,p116,Kayunga,Ntenjeru,Busaana,Nabuganyi,2022,Bumali UMEA Primary School,Government,Primary,Permanent Classroom Blocks,,3,Good
d102,c102,s105,p116,Kayunga,Ntenjeru,Busaana,Nabuganyi,2022,Bumali UMEA Primary School,Government,Primary,Permanent Functional Classrooms,,6,Good
d102,c102,s105,p116,Kayunga,Ntenjeru,Busaana,Nabuganyi,2022,Bumali UMEA Primary School,Government,Primary,Temporary Functional Classrooms,Mosque,1,Fair
d102,c102,s105,p116,Kayunga,Ntenjeru,Busaana,Nabuganyi,2022,Bumali UMEA Primary School,Government,Primary,Pitlatrines,,1,Good
d102,c102,s105,p116,Kayunga,Ntenjeru,Busaana,Nabuganyi,2022,Bumali UMEA Primary School,Government,Primary,Toilet Stances Boys,,2,Good
d102,c102,s105,p116,Kayunga,Ntenjeru,Busaana,Nabuganyi,2022,Bumali UMEA Primary School,Government,Primary,Toilet Stances Girls,,2,Good
