district_id,county_id,subcounty_id,district,county,subcounty,year,ownership,level,title,gender,value,,,
d102,c101,s103,Kayunga,Bbaale,Kayonza,2022,Government,Primary,Education Assistant,Female,74,,,
d102,c101,s103,Kayunga,Bbaale,Kayonza,2022,Government,Primary,Senior Education Assistant,Male,4,,,
d102,c101,s103,Kayunga,Bbaale,Kayonza,2022,Government,Primary,Senior Education Assistant,Female,8,,,
d102,c101,s103,Kayunga,Bbaale,Kayonza,2022,private,Primary,Headteacher,Male,0,,,
d102,c101,s103,Kayunga,Bbaale,Kayonza,2022,private,Primary,Headteacher,Female,0,,,
d102,c101,s103,Kayunga,Bbaale,Kayonza,2022,private,Primary,Deputy Headtacher,Male,0,,,
d102,c101,s103,Kayunga,Bbaale,Kayonza,2022,private,Primary,Deputy Headtacher,Female,0,,,
d102,c101,s103,Kayunga,Bbaale,Kayonza,2022,private,Primary,Education Assistant,Male,20,,,
d102,c101,s103,Kayunga,Bbaale,Kayonza,2022,private,Primary,Education Assistant,Female,16,,,
d102,c101,s103,Kayunga,Bbaale,Kayonza,2022,private,Primary,Senior Education Assistant,Male,0,,,
d102,c101,s103,Kayunga,Bbaale,Kayonza,2022,private,Primary,Senior Education Assistant,Female,0,,,
d102,c101,s103,Kayunga,Bbaale,Kayonza,2022,Government,Secondary,Headteacher,Male,1,,,
d102,c101,s103,Kayunga,Bbaale,Kayonza,2022,Government,Secondary,Headteacher,Female,0,,,
d102,c101,s103,Kayunga,Bbaale,Kayonza,2022,Government,Secondary,Deputy Headtacher,Male,1,,,
d102,c101,s103,Kayunga,Bbaale,Kayonza,2022,Government,Secondary,Deputy Headtacher,Female,0,,,
d102,c101,s103,Kayunga,Bbaale,Kayonza,2022,Government,Secondary,Education Assistant,Male,14,,,
d102,c101,s103,Kayunga,Bbaale,Kayonza,2022,Government,Secondary,Education Assistant,Female,4,,,
d102,c101,s103,Kayunga,Bbaale,Kayonza,2022,Government,Secondary,Senior Education Assistant,Male,0,,,
d102,c101,s103,Kayunga,Bbaale,Kayonza,2022,Government,Secondary,Senior Education Assistant,Female,0,,,
d102,c101,s104,Kayunga,Bbaale,Kitimbwa,2022,Government,Primary,Headteacher,Male,11,,,
d102,c101,s104,Kayunga,Bbaale,Kitimbwa,2022,Government,Primary,Headteacher,Female,5,,,
d102,c101,s104,Kayunga,Bbaale,Kitimbwa,2022,Government,Primary,Deputy Headtacher,Male,5,,,
d102,c101,s104,Kayunga,Bbaale,Kitimbwa,2022,Government,Primary,Deputy Headtacher,Female,5,,,
d102,c101,s104,Kayunga,Bbaale,Kitimbwa,2022,Government,Primary,Education Assistant,Male,70,,,
d102,c101,s104,Kayunga,Bbaale,Kitimbwa,2022,Government,Primary,Education Assistant,Female,47,,,
d102,c101,s104,Kayunga,Bbaale,Kitimbwa,2022,Government,Primary,Senior Education Assistant,Male,6,,,
d102,c101,s104,Kayunga,Bbaale,Kitimbwa,2022,Government,Primary,Senior Education Assistant,Female,1,,,
d102,c101,s104,Kayunga,Bbaale,Kitimbwa,2022,Private,Primary,Headteacher,Male,0,,,
d102,c101,s104,Kayunga,Bbaale,Kitimbwa,2022,,Primary,Headteacher,Female,0,,,
d102,c101,s104,Kayunga,Bbaale,Kitimbwa,2022,,Primary,Deputy Headtacher,Male,0,,,
d102,c101,s104,Kayunga,Bbaale,Kitimbwa,2022,,Primary,Deputy Headtacher,Female,0,,,
d102,c101,s104,Kayunga,Bbaale,Kitimbwa,2022,,Primary,Education Assistant,Male,4,,,
d102,c101,s104,Kayunga,Bbaale,Kitimbwa,2022,,Primary,Education Assistant,Female,6,,,
d102,c101,s104,Kayunga,Bbaale,Kitimbwa,2022,,Primary,Senior Education Assistant,Male,0,,,
d102,c101,s104,Kayunga,Bbaale,Kitimbwa,2022,,Primary,Senior Education Assistant,Female,0,,,
d102,c101,s104,Kayunga,Bbaale,Kitimbwa,2022,Government,Primary,Headteacher,Male,1,,,
d102,c101,s104,Kayunga,Bbaale,Kitimbwa,2022,Government,Primary,Headteacher,Female,0,,,
d102,c101,s104,Kayunga,Bbaale,Kitimbwa,2022,Government,Primary,Deputy Headtacher,Male,1,,,
d102,c101,s104,Kayunga,Bbaale,Kitimbwa,2022,Government,Primary,Deputy Headtacher,Female,0,,,
d102,c101,s104,Kayunga,Bbaale,Kitimbwa,2022,Government,Primary,Education Assistant,Male,13,,,
d102,c101,s104,Kayunga,Bbaale,Kitimbwa,2022,Government,Primary,Education Assistant,Female,4,,,
d102,c101,s104,Kayunga,Bbaale,Kitimbwa,2022,Government,Primary,Senior Education Assistant,Male,0,,,
d102,c101,s104,Kayunga,Bbaale,Kitimbwa,2022,Government,Primary,Senior Education Assistant,Female,0,,,
d102,c101,s105,Kayunga,Ntenjeru,Busaana,2022,Government,Primary,Headteacher,Male,17,,,
d102,c101,s105,Kayunga,Ntenjeru,Busaana,2022,Government,Primary,Headteacher,Female,5,,,
d102,c101,s105,Kayunga,Ntenjeru,Busaana,2022,Government,Primary,Deputy Headtacher,Male,7,,,
d102,c101,s105,Kayunga,Ntenjeru,Busaana,2022,Government,Primary,Deputy Headtacher,Female,5,,,
d102,c101,s105,Kayunga,Ntenjeru,Busaana,2022,Government,Primary,Education Assistant,Male,75,,,
d102,c101,s105,Kayunga,Ntenjeru,Busaana,2022,Government,Primary,Education Assistant,Female,64,,,
d102,c101,s105,Kayunga,Ntenjeru,Busaana,2022,Government,Primary,Senior Education Assistant,Male,9,,,
d102,c101,s105,Kayunga,Ntenjeru,Busaana,2022,Government,Primary,Senior Education Assistant,Female,6,,,
d102,c101,s105,Kayunga,Ntenjeru,Busaana,2022,Private,Primary,Headteacher,Male,0,,,
d102,c101,s105,Kayunga,Ntenjeru,Busaana,2022,Private,Primary,Headteacher,Female,0,,,
d102,c101,s105,Kayunga,Ntenjeru,Busaana,2022,Private,Primary,Deputy Headtacher,Male,0,,,
d102,c101,s105,Kayunga,Ntenjeru,Busaana,2022,Private,Primary,Deputy Headtacher,Female,0,,,
d102,c101,s105,Kayunga,Ntenjeru,Busaana,2022,Private,Primary,Education Assistant,Male,8,,,
d102,c101,s105,Kayunga,Ntenjeru,Busaana,2022,Private,Primary,Education Assistant,Female,7,,,
d102,c101,s105,Kayunga,Ntenjeru,Busaana,2022,Private,Primary,Senior Education Assistant,Male,0,,,
d102,c101,s105,Kayunga,Ntenjeru,Busaana,2022,Private,Primary,Senior Education Assistant,Female,0,,,
d102,c101,s105,Kayunga,Ntenjeru,Busaana,2022,Government,Secondary,Headteacher,Male,1,,,
d102,c101,s105,Kayunga,Ntenjeru,Busaana,2022,Government,Secondary,Headteacher,Female,0,,,
d102,c101,s105,Kayunga,Ntenjeru,Busaana,2022,Government,Secondary,Deputy Headtacher,Male,0,,,
d102,c101,s105,Kayunga,Ntenjeru,Busaana,2022,Government,Secondary,Deputy Headtacher,Female,0,,,
d102,c101,s105,Kayunga,Ntenjeru,Busaana,2022,Government,Secondary,Education Assistant,Male,12,,,
d102,c101,s105,Kayunga,Ntenjeru,Busaana,2022,Government,Secondary,Education Assistant,Female,7,,,
d102,c101,s105,Kayunga,Ntenjeru,Busaana,2022,Government,Secondary,Senior Education Assistant,Male,0,,,
d102,c101,s105,Kayunga,Ntenjeru,Busaana,2022,Government,Secondary,Senior Education Assistant,Female,0,,,
d102,c101,s110,Kayunga,Ntenjeru,Busaana Town Council,2022,Government,Primary,Headteacher,Male,8,,,
d102,c101,s110,Kayunga,Ntenjeru,Busaana Town Council,2022,Government,Primary,Headteacher,Female,2,,,
d102,c101,s110,Kayunga,Ntenjeru,Busaana Town Council,2022,Government,Primary,Deputy Headtacher,Male,5,,,
d102,c101,s110,Kayunga,Ntenjeru,Busaana Town Council,2022,Government,Primary,Deputy Headtacher,Female,3,,,
d102,c101,s110,Kayunga,Ntenjeru,Busaana Town Council,2022,Government,Primary,Education Assistant,Male,38,,,
d102,c101,s110,Kayunga,Ntenjeru,Busaana Town Council,2022,Government,Primary,Education Assistant,Female,38,,,
d102,c101,s110,Kayunga,Ntenjeru,Busaana Town Council,2022,Government,Primary,Senior Education Assistant,Male,3,,,
d102,c101,s110,Kayunga,Ntenjeru,Busaana Town Council,2022,Government,Primary,Senior Education Assistant,Female,4,,,
d102,c101,s110,Kayunga,Ntenjeru,Busaana Town Council,2022,Government,Secondary,Headteacher,Male,1,,,
d102,c101,s110,Kayunga,Ntenjeru,Busaana Town Council,2022,Government,Secondary,Headteacher,Female,0,,,
d102,c101,s110,Kayunga,Ntenjeru,Busaana Town Council,2022,Government,Secondary,Deputy Headtacher,Male,0,,,
d102,c101,s110,Kayunga,Ntenjeru,Busaana Town Council,2022,Government,Secondary,Deputy Headtacher,Female,1,,,
d102,c101,s110,Kayunga,Ntenjeru,Busaana Town Council,2022,Government,Secondary,Education Assistant,Male,23,,,
d102,c101,s110,Kayunga,Ntenjeru,Busaana Town Council,2022,Government,Secondary,Education Assistant,Female,10,,,
d102,c101,s110,Kayunga,Ntenjeru,Busaana Town Council,2022,Government,Secondary,Senior Education Assistant,Male,0,,,
d102,c101,s110,Kayunga,Ntenjeru,Busaana Town Council,2022,Government,Secondary,Senior Education Assistant,Female,0,,,
d102,c101,s107,Kayunga,Ntenjeru,Kangulumira,2022,Government,Primary,Headteacher,Male,8,,,
d102,c101,s107,Kayunga,Ntenjeru,Kangulumira,2022,Government,Primary,Headteacher,Female,1,,,
d102,c101,s107,Kayunga,Ntenjeru,Kangulumira,2022,Government,Primary,Deputy Headtacher,Male,8,,,
d102,c101,s107,Kayunga,Ntenjeru,Kangulumira,2022,Government,Primary,Deputy Headtacher,Female,0,,,
d102,c101,s107,Kayunga,Ntenjeru,Kangulumira,2022,Government,Primary,Education Assistant,Male,18,,,
d102,c101,s107,Kayunga,Ntenjeru,Kangulumira,2022,Government,Primary,Education Assistant,Female,47,,,
d102,c101,s107,Kayunga,Ntenjeru,Kangulumira,2022,Government,Primary,Senior Education Assistant,Male,4,,,
d102,c101,s107,Kayunga,Ntenjeru,Kangulumira,2022,Government,Primary,Senior Education Assistant,Female,7,,,
d102,c101,s107,Kayunga,Ntenjeru,Kangulumira,2022,Private,Primary,Headteacher,Male,0,,,
d102,c101,s107,Kayunga,Ntenjeru,Kangulumira,2022,Private,Primary,Headteacher,Female,0,,,
d102,c101,s107,Kayunga,Ntenjeru,Kangulumira,2022,Private,Primary,Deputy Headtacher,Male,0,,,
d102,c101,s107,Kayunga,Ntenjeru,Kangulumira,2022,Private,Primary,Deputy Headtacher,Female,0,,,
d102,c101,s107,Kayunga,Ntenjeru,Kangulumira,2022,Private,Primary,Education Assistant,Male,28,,,
d102,c101,s107,Kayunga,Ntenjeru,Kangulumira,2022,Private,Primary,Education Assistant,Female,26,,,
d102,c101,s107,Kayunga,Ntenjeru,Kangulumira,2022,Private,Primary,Senior Education Assistant,Male,0,,,
d102,c101,s107,Kayunga,Ntenjeru,Kangulumira,2022,Private,Primary,Senior Education Assistant,Female,0,,,
d102,c101,s112,Kayunga,Ntenjeru,Kangulumira,2022,Government,Primary,Headteacher,Male,2,,,
d102,c101,s112,Kayunga,Ntenjeru,Kangulumira,2022,Government,Primary,Headteacher,Female,7,,,
d102,c101,s112,Kayunga,Ntenjeru,Kangulumira,2022,Government,Primary,Deputy Headtacher,Male,4,,,
d102,c101,s112,Kayunga,Ntenjeru,Kangulumira,2022,Government,Primary,Deputy Headtacher,Female,4,,,
d102,c101,s112,Kayunga,Ntenjeru,Kangulumira,2022,Government,Primary,Education Assistant,Male,33,,,
d102,c101,s112,Kayunga,Ntenjeru,Kangulumira,2022,Government,Primary,Education Assistant,Female,48,,,
d102,c101,s112,Kayunga,Ntenjeru,Kangulumira,2022,Government,Primary,Senior Education Assistant,Male,3,,,
d102,c101,s112,Kayunga,Ntenjeru,Kangulumira,2022,Government,Primary,Senior Education Assistant,Female,4,,,
d102,c101,s112,Kayunga,Ntenjeru,Kangulumira Town Council,2022,Private,Primary,Headteacher,Male,0,,,
d102,c101,s112,Kayunga,Ntenjeru,Kangulumira Town Council,2022,Private,Primary,Headteacher,Female,0,,,
d102,c101,s112,Kayunga,Ntenjeru,Kangulumira Town Council,2022,Private,Primary,Deputy Headtacher,Male,0,,,
d102,c101,s112,Kayunga,Ntenjeru,Kangulumira Town Council,2022,Private,Primary,Deputy Headtacher,Female,0,,,
d102,c101,s112,Kayunga,Ntenjeru,Kangulumira Town Council,2022,Private,Primary,Education Assistant,Male,15,,,
d102,c101,s112,Kayunga,Ntenjeru,Kangulumira Town Council,2022,Private,Primary,Education Assistant,Female,10,,,
d102,c101,s112,Kayunga,Ntenjeru,Kangulumira Town Council,2022,Private,Primary,Senior Education Assistant,Male,0,,,
d102,c101,s112,Kayunga,Ntenjeru,Kangulumira Town Council,2022,Private,Primary,Senior Education Assistant,Female,0,,,
d102,c101,s112,Kayunga,Ntenjeru,Kangulumira Town Council,2022,Government,Secondary,Headteacher,Male,0,,,
d102,c101,s112,Kayunga,Ntenjeru,Kangulumira Town Council,2022,Government,Secondary,Headteacher,Female,1,,,
d102,c101,s112,Kayunga,Ntenjeru,Kangulumira Town Council,2022,Government,Secondary,Deputy Headtacher,Male,0,,,
d102,c101,s112,Kayunga,Ntenjeru,Kangulumira Town Council,2022,Government,Secondary,Deputy Headtacher,Female,19,,,
d102,c101,s112,Kayunga,Ntenjeru,Kangulumira Town Council,2022,Government,Secondary,Education Assistant,Male,10,,,
d102,c101,s112,Kayunga,Ntenjeru,Kangulumira Town Council,2022,Government,Secondary,Education Assistant,Female,0,,,
d102,c101,s112,Kayunga,Ntenjeru,Kangulumira Town Council,2022,Government,Secondary,Senior Education Assistant,Male,0,,,
d102,c101,s112,Kayunga,Ntenjeru,Kangulumira Town Council,2022,Government,Secondary,Senior Education Assistant,Female,0,,,
d102,c101,s108,Kayunga,Ntenjeru,Kayunga,2022,Government,Primary,Headteacher,Male,9,,,
d102,c101,s108,Kayunga,Ntenjeru,Kayunga,2022,Government,Primary,Headteacher,Female,10,,,
d102,c101,s108,Kayunga,Ntenjeru,Kayunga,2022,Government,Primary,Deputy Headtacher,Male,7,,,
d102,c101,s108,Kayunga,Ntenjeru,Kayunga,2022,Government,Primary,Deputy Headtacher,Female,12,,,
d102,c101,s108,Kayunga,Ntenjeru,Kayunga,2022,Government,Primary,Education Assistant,Male,45,,,
d102,c101,s108,Kayunga,Ntenjeru,Kayunga,2022,Government,Primary,Education Assistant,Female,97,,,
d102,c101,s108,Kayunga,Ntenjeru,Kayunga,2022,Government,Primary,Senior Education Assistant,Male,9,,,
d102,c101,s108,Kayunga,Ntenjeru,Kayunga,2022,Government,Primary,Senior Education Assistant,Female,13,,,
d102,c101,s108,Kayunga,Ntenjeru,Kayunga,2022,Private,Primary,Headteacher,Male,1,,,
d102,c101,s108,Kayunga,Ntenjeru,Kayunga,2022,Private,Primary,Headteacher,Female,0,,,
d102,c101,s108,Kayunga,Ntenjeru,Kayunga,2022,Private,Primary,Deputy Headtacher,Male,0,,,
d102,c101,s108,Kayunga,Ntenjeru,Kayunga,2022,Private,Primary,Deputy Headtacher,Female,1,,,
d102,c101,s108,Kayunga,Ntenjeru,Kayunga,2022,Private,Primary,Education Assistant,Male,3,,,
d102,c101,s108,Kayunga,Ntenjeru,Kayunga,2022,Private,Primary,Education Assistant,Female,4,,,
d102,c101,s108,Kayunga,Ntenjeru,Kayunga,2022,Private,Primary,Senior Education Assistant,Male,0,,,
d102,c101,s108,Kayunga,Ntenjeru,Kayunga,2022,Private,Primary,Senior Education Assistant,Female,0,,,
d102,c101,s108,Kayunga,Ntenjeru,Kayunga,2022,Government,Secondary,Headteacher,Male,0,,,
d102,c101,s108,Kayunga,Ntenjeru,Kayunga,2022,Government,Secondary,Headteacher,Female,0,,,
d102,c101,s108,Kayunga,Ntenjeru,Kayunga,2022,Government,Secondary,Deputy Headtacher,Male,2,,,
d102,c101,s108,Kayunga,Ntenjeru,Kayunga,2022,Government,Secondary,Deputy Headtacher,Female,0,,,
d102,c101,s108,Kayunga,Ntenjeru,Kayunga,2022,Government,Secondary,Education Assistant,Male,18,,,
d102,c101,s108,Kayunga,Ntenjeru,Kayunga,2022,Government,Secondary,Education Assistant,Female,1,,,
d102,c101,s108,Kayunga,Ntenjeru,Kayunga,2022,Government,Secondary,Senior Education Assistant,Male,0,,,
d102,c101,s108,Kayunga,Ntenjeru,Kayunga,2022,Government,Secondary,Senior Education Assistant,Female,0,,,
d102,c101,s109,Kayunga,Ntenjeru,Kayunga Town Council,2022,Government,Primary,Headteacher,Male,2,,,
d102,c101,s109,Kayunga,Ntenjeru,Kayunga Town Council,2022,Government,Primary,Headteacher,Female,5,,,
d102,c101,s109,Kayunga,Ntenjeru,Kayunga Town Council,2022,Government,Primary,Deputy Headtacher,Male,3,,,
d102,c101,s109,Kayunga,Ntenjeru,Kayunga Town Council,2022,Government,Primary,Deputy Headtacher,Female,3,,,
d102,c101,s109,Kayunga,Ntenjeru,Kayunga Town Council,2022,Government,Primary,Education Assistant,Male,29,,,
d102,c101,s109,Kayunga,Ntenjeru,Kayunga Town Council,2022,Government,Primary,Education Assistant,Female,46,,,
d102,c101,s109,Kayunga,Ntenjeru,Kayunga Town Council,2022,Government,Primary,Senior Education Assistant,Male,4,,,
d102,c101,s109,Kayunga,Ntenjeru,Kayunga Town Council,2022,Government,Primary,Senior Education Assistant,Female,4,,,
d102,c101,s109,Kayunga,Ntenjeru,Kayunga Town Council,2022,Private,Primary,Headteacher,Male,0,,,
d102,c101,s109,Kayunga,Ntenjeru,Kayunga Town Council,2022,Private,Primary,Headteacher,Female,0,,,
d102,c101,s109,Kayunga,Ntenjeru,Kayunga Town Council,2022,Private,Primary,Deputy Headtacher,Male,0,,,
d102,c101,s109,Kayunga,Ntenjeru,Kayunga Town Council,2022,Private,Primary,Deputy Headtacher,Female,0,,,
d102,c101,s109,Kayunga,Ntenjeru,Kayunga Town Council,2022,Private,Primary,Education Assistant,Male,27,,,
d102,c101,s109,Kayunga,Ntenjeru,Kayunga Town Council,2022,Private,Primary,Education Assistant,Female,25,,,
d102,c101,s109,Kayunga,Ntenjeru,Kayunga Town Council,2022,Private,Primary,Senior Education Assistant,Male,0,,,
d102,c101,s109,Kayunga,Ntenjeru,Kayunga Town Council,2022,Private,Primary,Senior Education Assistant,Female,0,,,
d102,c101,s109,Kayunga,Ntenjeru,Kayunga Town Council,2022,Government,Secondary,Headteacher,Male,3,,,
d102,c101,s109,Kayunga,Ntenjeru,Kayunga Town Council,2022,Government,Secondary,Headteacher,Female,0,,,
d102,c101,s109,Kayunga,Ntenjeru,Kayunga Town Council,2022,Government,Secondary,Deputy Headtacher,Male,1,,,
d102,c101,s109,Kayunga,Ntenjeru,Kayunga Town Council,2022,Government,Secondary,Deputy Headtacher,Female,1,,,
d102,c101,s109,Kayunga,Ntenjeru,Kayunga Town Council,2022,Government,Secondary,Education Assistant,Male,48,,,
d102,c101,s109,Kayunga,Ntenjeru,Kayunga Town Council,2022,Government,Secondary,Education Assistant,Female,34,,,
d102,c101,s109,Kayunga,Ntenjeru,Kayunga Town Council,2022,Government,Secondary,Senior Education Assistant,Male,0,,,
d102,c101,s109,Kayunga,Ntenjeru,Kayunga Town Council,2022,Government,Secondary,Senior Education Assistant,Female,0,,,
d102,c101,s106,Kayunga,Ntenjeru,Nazigo,2022,Government,Primary,Headteacher,Male,10,,,
d102,c101,s106,Kayunga,Ntenjeru,Nazigo,2022,Government,Primary,Headteacher,Female,6,,,
d102,c101,s106,Kayunga,Ntenjeru,Nazigo,2022,Government,Primary,Deputy Headtacher,Male,4,,,
d102,c101,s106,Kayunga,Ntenjeru,Nazigo,2022,Government,Primary,Deputy Headtacher,Female,9,,,
d102,c101,s106,Kayunga,Ntenjeru,Nazigo,2022,Government,Primary,Education Assistant,Male,54,,,
d102,c101,s106,Kayunga,Ntenjeru,Nazigo,2022,Government,Primary,Education Assistant,Female,72,,,
d102,c101,s106,Kayunga,Ntenjeru,Nazigo,2022,Government,Primary,Senior Education Assistant,Male,6,,,
d102,c101,s106,Kayunga,Ntenjeru,Nazigo,2022,Government,Primary,Senior Education Assistant,Female,9,,,
d102,c101,s106,Kayunga,Ntenjeru,Nazigo,2022,Private,Primary,Headteacher,Male,0,,,
d102,c101,s106,Kayunga,Ntenjeru,Nazigo,2022,Private,Primary,Headteacher,Female,1,,,
d102,c101,s106,Kayunga,Ntenjeru,Nazigo,2022,Private,Primary,Deputy Headtacher,Male,0,,,
d102,c101,s106,Kayunga,Ntenjeru,Nazigo,2022,Private,Primary,Deputy Headtacher,Female,1,,,
d102,c101,s106,Kayunga,Ntenjeru,Nazigo,2022,Private,Primary,Education Assistant,Male,20,,,
d102,c101,s106,Kayunga,Ntenjeru,Nazigo,2022,Private,Primary,Education Assistant,Female,19,,,
d102,c101,s106,Kayunga,Ntenjeru,Nazigo,2022,Private,Primary,Senior Education Assistant,Male,1,,,
d102,c101,s106,Kayunga,Ntenjeru,Nazigo,2022,Private,Primary,Senior Education Assistant,Female,0,,,
d102,c101,s106,Kayunga,Ntenjeru,Nazigo,2022,Government,Secondary,Headteacher,Male,1,,,
d102,c101,s106,Kayunga,Ntenjeru,Nazigo,2022,Government,Secondary,Headteacher,Female,0,,,
d102,c101,s106,Kayunga,Ntenjeru,Nazigo,2022,Government,Secondary,Deputy Headtacher,Male,1,,,
d102,c101,s106,Kayunga,Ntenjeru,Nazigo,2022,Government,Secondary,Deputy Headtacher,Female,0,,,
d102,c101,s106,Kayunga,Ntenjeru,Nazigo,2022,Government,Secondary,Education Assistant,Male,15,,,
d102,c101,s106,Kayunga,Ntenjeru,Nazigo,2022,Government,Secondary,Education Assistant,Female,4,,,
d102,c101,s106,Kayunga,Ntenjeru,Nazigo,2022,Government,Secondary,Senior Education Assistant,Male,0,,,
d102,c101,s106,Kayunga,Ntenjeru,Nazigo,2022,Government,Secondary,Senior Education Assistant,Female,0,,,
d102,c101,s111,Kayunga,Ntenjeru,Nazigo Town Council,2022,Private,Primary,Headteacher,Male,0,,,
