district_id,county_id,subcounty_id,parish_id,district,county,subcounty,parish,year,level,school_name,ownership,role,gender,value
d101,c102,s111,p107,Masindi,Bujenje,Budongo,Nyabyeya,2023,Primary,Budongo Saw Mill Primary School,Government,Education Assistant,Female,6
d101,c102,s111,p107,Masindi,Bujenje,Budongo,Nyabyeya,2023,Primary,Budongo Saw Mill Primary School,Government,Head Teacher,Male,0
d101,c102,s111,p107,Masindi,Bujenje,Budongo,Nyabyeya,2023,Primary,Budongo Saw Mill Primary School,Government,Head Teacher,Female,0
d101,c102,s111,p107,Masindi,Bujenje,Budongo,Nyabyeya,2023,Primary,Budongo Saw Mill Primary School,Government,Senior Education Assistant,Male,0
d101,c102,s111,p107,Masindi,Bujenje,Budongo,Nyabyeya,2023,Primary,Budongo Saw Mill Primary School,Government,Senior Education Assistant,Female,0
d101,c102,s113,p112,Masindi,Bujenje,Bwijanga,Kahembe,2023,Primary,Bulima Primary School,Government,Deputy Head Teacher,Male,1
d101,c102,s113,p112,Masindi,Bujenje,Bwijanga,Kahembe,2023,Primary,Bulima Primary School,Government,Deputy Head Teacher,Female,1
d101,c102,s113,p112,Masindi,Bujenje,Bwijanga,Kahembe,2023,Primary,Bulima Primary School,Government,Education Assistant,Male,3
d101,c102,s113,p112,Masindi,Bujenje,Bwijanga,Kahembe,2023,Primary,Bulima Primary School,Government,Education Assistant,Female,8
d101,c102,s113,p112,Masindi,Bujenje,Bwijanga,Kahembe,2023,Primary,Bulima Primary School,Government,Head Teacher,Male,0
d101,c102,s113,p112,Masindi,Bujenje,Bwijanga,Kahembe,2023,Primary,Bulima Primary School,Government,Head Teacher,Female,1
d101,c102,s113,p112,Masindi,Bujenje,Bwijanga,Kahembe,2023,Primary,Bulima Primary School,Government,Senior Education Assistant,Male,1
d101,c102,s113,p112,Masindi,Bujenje,Bwijanga,Kahembe,2023,Primary,Bulima Primary School,Government,Senior Education Assistant,Female,1
d101,c103,s116,p123,Masindi,Masindi Municipal Council,Karujubu Division,Kibwona Ward,2023,Primary,Bulyango Public Primary School,Government,Deputy Head Teacher,Male,0
d101,c103,s116,p123,Masindi,Masindi Municipal Council,Karujubu Division,Kibwona Ward,2023,Primary,Bulyango Public Primary School,Government,Deputy Head Teacher,Female,0
d101,c103,s116,p123,Masindi,Masindi Municipal Council,Karujubu Division,Kibwona Ward,2023,Primary,Bulyango Public Primary School,Government,Education Assistant,Male,5
d101,c103,s116,p123,Masindi,Masindi Municipal Council,Karujubu Division,Kibwona Ward,2023,Primary,Bulyango Public Primary School,Government,Education Assistant,Female,6
d101,c103,s116,p123,Masindi,Masindi Municipal Council,Karujubu Division,Kibwona Ward,2023,Primary,Bulyango Public Primary School,Government,Head Teacher,Male,0
d101,c103,s116,p123,Masindi,Masindi Municipal Council,Karujubu Division,Kibwona Ward,2023,Primary,Bulyango Public Primary School,Government,Head Teacher,Female,1
d101,c103,s116,p123,Masindi,Masindi Municipal Council,Karujubu Division,Kibwona Ward,2023,Primary,Bulyango Public Primary School,Government,Senior Education Assistant,Male,0
d101,c103,s116,p123,Masindi,Masindi Municipal Council,Karujubu Division,Kibwona Ward,2023,Primary,Bulyango Public Primary School,Government,Senior Education Assistant,Female,0
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,2023,Primary,Byerima Primary School,Government,Deputy Head Teacher,Male,0
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,2023,Primary,Byerima Primary School,Government,Deputy Head Teacher,Female,1
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,2023,Primary,Byerima Primary School,Government,Education Assistant,Male,6
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,2023,Primary,Byerima Primary School,Government,Education Assistant,Female,1
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,2023,Primary,Byerima Primary School,Government,Head Teacher,Male,0
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,2023,Primary,Byerima Primary School,Government,Head Teacher,Female,0
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,2023,Primary,Byerima Primary School,Government,Senior Education Assistant,Male,0
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,2023,Primary,Byerima Primary School,Government,Senior Education Assistant,Female,0
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Ikoba Boys Primary School,Government,Deputy Head Teacher,Male,0
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Ikoba Boys Primary School,Government,Deputy Head Teacher,Female,0
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Ikoba Boys Primary School,Government,Education Assistant,Male,3
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Ikoba Boys Primary School,Government,Education Assistant,Female,2
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Ikoba Boys Primary School,Government,Head Teacher,Male,1
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Ikoba Boys Primary School,Government,Head Teacher,Female,0
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Ikoba Boys Primary School,Government,Senior Education Assistant,Male,2
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Ikoba Boys Primary School,Government,Senior Education Assistant,Female,1
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Ikoba Girls Primary School,Government,Deputy Head Teacher,Male,0
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Ikoba Girls Primary School,Government,Deputy Head Teacher,Female,1
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Ikoba Girls Primary School,Government,Education Assistant,Male,4
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Ikoba Girls Primary School,Government,Education Assistant,Female,2
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Ikoba Girls Primary School,Government,Head Teacher,Male,0
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Ikoba Girls Primary School,Government,Head Teacher,Female,0
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Ikoba Girls Primary School,Government,Senior Education Assistant,Male,0
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Ikoba Girls Primary School,Government,Senior Education Assistant,Female,1
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Isagara Primary School,Government,Deputy Head Teacher,Male,1
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Isagara Primary School,Government,Deputy Head Teacher,Female,0
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Isagara Primary School,Government,Education Assistant,Male,0
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Isagara Primary School,Government,Education Assistant,Female,3
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Isagara Primary School,Government,Head Teacher,Male,0
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Isagara Primary School,Government,Head Teacher,Female,1
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Isagara Primary School,Government,Senior Education Assistant,Male,2
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Isagara Primary School,Government,Senior Education Assistant,Female,1
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,2023,Primary,Isimba Primary School,Government,Deputy Head Teacher,Male,0
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,2023,Primary,Isimba Primary School,Government,Deputy Head Teacher,Female,2
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,2023,Primary,Isimba Primary School,Government,Education Assistant,Male,3
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,2023,Primary,Isimba Primary School,Government,Education Assistant,Female,2
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,2023,Primary,Isimba Primary School,Government,Head Teacher,Male,0
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,2023,Primary,Isimba Primary School,Government,Head Teacher,Female,0
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,2023,Primary,Isimba Primary School,Government,Senior Education Assistant,Male,1
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,2023,Primary,Isimba Primary School,Government,Senior Education Assistant,Female,1
d101,c102,s102,p119,Masindi,Bujenje,Kabango Town Council,Kabango Ward,2023,Primary,Kabango Primary School,Government,Deputy Head Teacher,Male,0
d101,c102,s102,p119,Masindi,Bujenje,Kabango Town Council,Kabango Ward,2023,Primary,Kabango Primary School,Government,Deputy Head Teacher,Female,1
d101,c102,s102,p119,Masindi,Bujenje,Kabango Town Council,Kabango Ward,2023,Primary,Kabango Primary School,Government,Education Assistant,Male,7
d101,c102,s102,p119,Masindi,Bujenje,Kabango Town Council,Kabango Ward,2023,Primary,Kabango Primary School,Government,Education Assistant,Female,15
d101,c102,s102,p119,Masindi,Bujenje,Kabango Town Council,Kabango Ward,2023,Primary,Kabango Primary School,Government,Head Teacher,Male,1
d101,c102,s102,p119,Masindi,Bujenje,Kabango Town Council,Kabango Ward,2023,Primary,Kabango Primary School,Government,Head Teacher,Female,1
d101,c102,s102,p119,Masindi,Bujenje,Kabango Town Council,Kabango Ward,2023,Primary,Kabango Primary School,Government,Senior Education Assistant,Male,0
d101,c102,s102,p119,Masindi,Bujenje,Kabango Town Council,Kabango Ward,2023,Primary,Kabango Primary School,Government,Senior Education Assistant,Female,5
d101,c101,s109,p144,Masindi,Buruli,Miirya,Bigando,2023,Primary,Kahaara Primary School,Government,Deputy Head Teacher,Male,0
d101,c101,s109,p144,Masindi,Buruli,Miirya,Bigando,2023,Primary,Kahaara Primary School,Government,Deputy Head Teacher,Female,1
d101,c101,s109,p144,Masindi,Buruli,Miirya,Bigando,2023,Primary,Kahaara Primary School,Government,Education Assistant,Male,2
d101,c101,s109,p144,Masindi,Buruli,Miirya,Bigando,2023,Primary,Kahaara Primary School,Government,Education Assistant,Female,4
d101,c101,s109,p144,Masindi,Buruli,Miirya,Bigando,2023,Primary,Kahaara Primary School,Government,Head Teacher,Male,0
d101,c101,s109,p144,Masindi,Buruli,Miirya,Bigando,2023,Primary,Kahaara Primary School,Government,Head Teacher,Female,0
d101,c101,s109,p144,Masindi,Buruli,Miirya,Bigando,2023,Primary,Kahaara Primary School,Government,Senior Education Assistant,Male,2
d101,c101,s109,p144,Masindi,Buruli,Miirya,Bigando,2023,Primary,Kahaara Primary School,Government,Senior Education Assistant,Female,0
d101,c102,s111,p108,Masindi,Bujenje,Budongo,Karongo,2023,Primary,Karongo Primary School,Government,Deputy Head Teacher,Male,0
d101,c102,s111,p108,Masindi,Bujenje,Budongo,Karongo,2023,Primary,Karongo Primary School,Government,Deputy Head Teacher,Female,0
d101,c102,s111,p108,Masindi,Bujenje,Budongo,Karongo,2023,Primary,Karongo Primary School,Government,Education Assistant,Male,5
d101,c102,s111,p108,Masindi,Bujenje,Budongo,Karongo,2023,Primary,Karongo Primary School,Government,Education Assistant,Female,7
d101,c102,s111,p108,Masindi,Bujenje,Budongo,Karongo,2023,Primary,Karongo Primary School,Government,Head Teacher,Male,1
d101,c102,s111,p108,Masindi,Bujenje,Budongo,Karongo,2023,Primary,Karongo Primary School,Government,Head Teacher,Female,0
d101,c102,s111,p108,Masindi,Bujenje,Budongo,Karongo,2023,Primary,Karongo Primary School,Government,Senior Education Assistant,Male,0
d101,c102,s111,p108,Masindi,Bujenje,Budongo,Karongo,2023,Primary,Karongo Primary School,Government,Senior Education Assistant,Female,0
d101,c101,s110,p155,Masindi,Buruli,Pakanyi,Kyakamese Central,2023,Primary,Karungi Primary School,Government,Deputy Head Teacher,Male,0
d101,c101,s110,p155,Masindi,Buruli,Pakanyi,Kyakamese Central,2023,Primary,Karungi Primary School,Government,Deputy Head Teacher,Female,0
d101,c101,s110,p155,Masindi,Buruli,Pakanyi,Kyakamese Central,2023,Primary,Karungi Primary School,Government,Education Assistant,Male,5
d101,c101,s110,p155,Masindi,Buruli,Pakanyi,Kyakamese Central,2023,Primary,Karungi Primary School,Government,Education Assistant,Female,7
d101,c101,s110,p155,Masindi,Buruli,Pakanyi,Kyakamese Central,2023,Primary,Karungi Primary School,Government,Head Teacher,Male,1
d101,c101,s110,p155,Masindi,Buruli,Pakanyi,Kyakamese Central,2023,Primary,Karungi Primary School,Government,Head Teacher,Female,1
d101,c101,s110,p155,Masindi,Buruli,Pakanyi,Kyakamese Central,2023,Primary,Karungi Primary School,Government,Senior Education Assistant,Male,0
d101,c101,s110,p155,Masindi,Buruli,Pakanyi,Kyakamese Central,2023,Primary,Karungi Primary School,Government,Senior Education Assistant,Female,0
d101,c102,s108,p149,Masindi,Bujenje,Nyantonzi,Kasenene,2023,Primary,Kasenene Primary School,Government,Deputy Head Teacher,Male,0
d101,c102,s108,p149,Masindi,Bujenje,Nyantonzi,Kasenene,2023,Primary,Kasenene Primary School,Government,Deputy Head Teacher,Female,0
d101,c102,s108,p149,Masindi,Bujenje,Nyantonzi,Kasenene,2023,Primary,Kasenene Primary School,Government,Education Assistant,Male,8
d101,c102,s108,p149,Masindi,Bujenje,Nyantonzi,Kasenene,2023,Primary,Kasenene Primary School,Government,Education Assistant,Female,2
d101,c102,s108,p149,Masindi,Bujenje,Nyantonzi,Kasenene,2023,Primary,Kasenene Primary School,Government,Head Teacher,Male,0
d101,c102,s108,p149,Masindi,Bujenje,Nyantonzi,Kasenene,2023,Primary,Kasenene Primary School,Government,Head Teacher,Female,0
d101,c102,s108,p149,Masindi,Bujenje,Nyantonzi,Kasenene,2023,Primary,Kasenene Primary School,Government,Senior Education Assistant,Male,1
d101,c102,s108,p149,Masindi,Bujenje,Nyantonzi,Kasenene,2023,Primary,Kasenene Primary School,Government,Senior Education Assistant,Female,0
d101,c102,s111,p106,Masindi,Bujenje,Budongo,Kasongoire,2023,Primary,Kasongoire Primary School,Government,Deputy Head Teacher,Male,0
d101,c102,s111,p106,Masindi,Bujenje,Budongo,Kasongoire,2023,Primary,Kasongoire Primary School,Government,Deputy Head Teacher,Female,0
d101,c102,s111,p106,Masindi,Bujenje,Budongo,Kasongoire,2023,Primary,Kasongoire Primary School,Government,Education Assistant,Male,4
d101,c102,s111,p106,Masindi,Bujenje,Budongo,Kasongoire,2023,Primary,Kasongoire Primary School,Government,Education Assistant,Female,3
d101,c102,s111,p106,Masindi,Bujenje,Budongo,Kasongoire,2023,Primary,Kasongoire Primary School,Government,Head Teacher,Male,1
d101,c102,s111,p106,Masindi,Bujenje,Budongo,Kasongoire,2023,Primary,Kasongoire Primary School,Government,Head Teacher,Female,0
d101,c102,s111,p106,Masindi,Bujenje,Budongo,Kasongoire,2023,Primary,Kasongoire Primary School,Government,Senior Education Assistant,Male,0
d101,c102,s111,p106,Masindi,Bujenje,Budongo,Kasongoire,2023,Primary,Kasongoire Primary School,Government,Senior Education Assistant,Female,1
d101,c101,s104,p134,Masindi,Buruli,Kimengo,Kibangya,2023,Primary,Kayera Primary School,Government,Deputy Head Teacher,Male,0
d101,c101,s104,p134,Masindi,Buruli,Kimengo,Kibangya,2023,Primary,Kayera Primary School,Government,Deputy Head Teacher,Female,0
d101,c101,s104,p134,Masindi,Buruli,Kimengo,Kibangya,2023,Primary,Kayera Primary School,Government,Education Assistant,Male,2
d101,c101,s104,p134,Masindi,Buruli,Kimengo,Kibangya,2023,Primary,Kayera Primary School,Government,Education Assistant,Female,5
d101,c101,s104,p134,Masindi,Buruli,Kimengo,Kibangya,2023,Primary,Kayera Primary School,Government,Head Teacher,Male,0
d101,c101,s104,p134,Masindi,Buruli,Kimengo,Kibangya,2023,Primary,Kayera Primary School,Government,Head Teacher,Female,0
d101,c101,s104,p134,Masindi,Buruli,Kimengo,Kibangya,2023,Primary,Kayera Primary School,Government,Senior Education Assistant,Male,0
d101,c101,s104,p134,Masindi,Buruli,Kimengo,Kibangya,2023,Primary,Kayera Primary School,Government,Senior Education Assistant,Female,2
d101,c102,s108,p153,Masindi,Bujenje,Nyantonzi,Kajura,2023,Primary,Kibali Primary School,Government,Deputy Head Teacher,Male,0
d101,c102,s108,p153,Masindi,Bujenje,Nyantonzi,Kajura,2023,Primary,Kibali Primary School,Government,Deputy Head Teacher,Female,1
d101,c102,s108,p153,Masindi,Bujenje,Nyantonzi,Kajura,2023,Primary,Kibali Primary School,Government,Education Assistant,Male,4
d101,c102,s108,p153,Masindi,Bujenje,Nyantonzi,Kajura,2023,Primary,Kibali Primary School,Government,Education Assistant,Female,3
d101,c102,s108,p153,Masindi,Bujenje,Nyantonzi,Kajura,2023,Primary,Kibali Primary School,Government,Head Teacher,Male,0
d101,c102,s108,p153,Masindi,Bujenje,Nyantonzi,Kajura,2023,Primary,Kibali Primary School,Government,Head Teacher,Female,0
d101,c102,s108,p153,Masindi,Bujenje,Nyantonzi,Kajura,2023,Primary,Kibali Primary School,Government,Senior Education Assistant,Male,0
d101,c102,s108,p153,Masindi,Bujenje,Nyantonzi,Kajura,2023,Primary,Kibali Primary School,Government,Senior Education Assistant,Female,1
d101,c101,s110,p154,Masindi,Buruli,Pakanyi,Kyakamese West,2023,Primary,Kibamba Primary School,Government,Deputy Head Teacher,Male,0
d101,c101,s110,p154,Masindi,Buruli,Pakanyi,Kyakamese West,2023,Primary,Kibamba Primary School,Government,Deputy Head Teacher,Female,1
d101,c101,s110,p154,Masindi,Buruli,Pakanyi,Kyakamese West,2023,Primary,Kibamba Primary School,Government,Education Assistant,Male,6
d101,c101,s110,p154,Masindi,Buruli,Pakanyi,Kyakamese West,2023,Primary,Kibamba Primary School,Government,Education Assistant,Female,3
d101,c101,s110,p154,Masindi,Buruli,Pakanyi,Kyakamese West,2023,Primary,Kibamba Primary School,Government,Head Teacher,Male,0
d101,c101,s110,p154,Masindi,Buruli,Pakanyi,Kyakamese West,2023,Primary,Kibamba Primary School,Government,Head Teacher,Female,0
d101,c101,s110,p154,Masindi,Buruli,Pakanyi,Kyakamese West,2023,Primary,Kibamba Primary School,Government,Senior Education Assistant,Male,2
d101,c101,s110,p154,Masindi,Buruli,Pakanyi,Kyakamese West,2023,Primary,Kibamba Primary School,Government,Senior Education Assistant,Female,0
d101,c101,s105,p137,Masindi,Buruli,Kiruli,Kibibira,2023,Primary,Kibibira Primary School,Government,Deputy Head Teacher,Male,0
d101,c101,s105,p137,Masindi,Buruli,Kiruli,Kibibira,2023,Primary,Kibibira Primary School,Government,Deputy Head Teacher,Female,0
d101,c101,s105,p137,Masindi,Buruli,Kiruli,Kibibira,2023,Primary,Kibibira Primary School,Government,Education Assistant,Male,5
d101,c101,s105,p137,Masindi,Buruli,Kiruli,Kibibira,2023,Primary,Kibibira Primary School,Government,Education Assistant,Female,4
d101,c101,s105,p137,Masindi,Buruli,Kiruli,Kibibira,2023,Primary,Kibibira Primary School,Government,Head Teacher,Male,0
d101,c101,s105,p137,Masindi,Buruli,Kiruli,Kibibira,2023,Primary,Kibibira Primary School,Government,Head Teacher,Female,0
d101,c101,s105,p137,Masindi,Buruli,Kiruli,Kibibira,2023,Primary,Kibibira Primary School,Government,Senior Education Assistant,Male,1
d101,c101,s105,p137,Masindi,Buruli,Kiruli,Kibibira,2023,Primary,Kibibira Primary School,Government,Senior Education Assistant,Female,1
d101,c102,s101,p102,Masindi,Bujenje,Bikonzi,Rukondwa,2023,Primary,Kichandi Primary School,Government,Deputy Head Teacher,Male,0
d101,c102,s101,p102,Masindi,Bujenje,Bikonzi,Rukondwa,2023,Primary,Kichandi Primary School,Government,Deputy Head Teacher,Female,0
d101,c102,s101,p102,Masindi,Bujenje,Bikonzi,Rukondwa,2023,Primary,Kichandi Primary School,Government,Education Assistant,Male,4
d101,c102,s101,p102,Masindi,Bujenje,Bikonzi,Rukondwa,2023,Primary,Kichandi Primary School,Government,Education Assistant,Female,5
d101,c102,s101,p102,Masindi,Bujenje,Bikonzi,Rukondwa,2023,Primary,Kichandi Primary School,Government,Head Teacher,Male,0
d101,c102,s101,p102,Masindi,Bujenje,Bikonzi,Rukondwa,2023,Primary,Kichandi Primary School,Government,Head Teacher,Female,0
d101,c102,s101,p102,Masindi,Bujenje,Bikonzi,Rukondwa,2023,Primary,Kichandi Primary School,Government,Senior Education Assistant,Male,0
d101,c102,s101,p102,Masindi,Bujenje,Bikonzi,Rukondwa,2023,Primary,Kichandi Primary School,Government,Senior Education Assistant,Female,0
d101,c101,s109,p146,Masindi,Buruli,Miirya,Kiguulya,2023,Primary,Kigezi Primary School,Government,Deputy Head Teacher,Male,0
d101,c101,s109,p146,Masindi,Buruli,Miirya,Kiguulya,2023,Primary,Kigezi Primary School,Government,Deputy Head Teacher,Female,2
d101,c101,s109,p146,Masindi,Buruli,Miirya,Kiguulya,2023,Primary,Kigezi Primary School,Government,Education Assistant,Male,3
d101,c101,s109,p146,Masindi,Buruli,Miirya,Kiguulya,2023,Primary,Kigezi Primary School,Government,Education Assistant,Female,5
d101,c101,s109,p146,Masindi,Buruli,Miirya,Kiguulya,2023,Primary,Kigezi Primary School,Government,Head Teacher,Male,0
d101,c101,s109,p146,Masindi,Buruli,Miirya,Kiguulya,2023,Primary,Kigezi Primary School,Government,Head Teacher,Female,0
d101,c101,s109,p146,Masindi,Buruli,Miirya,Kiguulya,2023,Primary,Kigezi Primary School,Government,Senior Education Assistant,Male,0
d101,c101,s109,p146,Masindi,Buruli,Miirya,Kiguulya,2023,Primary,Kigezi Primary School,Government,Senior Education Assistant,Female,1
d101,c102,s113,p114,Masindi,Bujenje,Bwijanga,Ntoma,2023,Primary,Kihagani Primary School,Government,Deputy Head Teacher,Male,1
d101,c102,s113,p114,Masindi,Bujenje,Bwijanga,Ntoma,2023,Primary,Kihagani Primary School,Government,Deputy Head Teacher,Female,0
d101,c102,s113,p114,Masindi,Bujenje,Bwijanga,Ntoma,2023,Primary,Kihagani Primary School,Government,Education Assistant,Male,3
d101,c102,s113,p114,Masindi,Bujenje,Bwijanga,Ntoma,2023,Primary,Kihagani Primary School,Government,Education Assistant,Female,4
d101,c102,s113,p114,Masindi,Bujenje,Bwijanga,Ntoma,2023,Primary,Kihagani Primary School,Government,Head Teacher,Male,0
d101,c102,s113,p114,Masindi,Bujenje,Bwijanga,Ntoma,2023,Primary,Kihagani Primary School,Government,Head Teacher,Female,0
d101,c102,s113,p114,Masindi,Bujenje,Bwijanga,Ntoma,2023,Primary,Kihagani Primary School,Government,Senior Education Assistant,Male,0
d101,c102,s113,p114,Masindi,Bujenje,Bwijanga,Ntoma,2023,Primary,Kihagani Primary School,Government,Senior Education Assistant,Female,0
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Kihoole Primary School,Government,Head Teacher,Male,0
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Kihoole Primary School,Government,Deputy Head Teacher,Male,0
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Kihoole Primary School,Government,Senior Education Assistant,Male,1
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Kihoole Primary School,Government,Education Assistant,Male,3
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Kihoole Primary School,Government,Head Teacher,Female,0
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Kihoole Primary School,Government,Deputy Head Teacher,Female,1
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Kihoole Primary School,Government,Senior Education Assistant,Female,0
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Kihoole Primary School,Government,Education Assistant,Female,3
d101,c102,s101,p102,Masindi,Bujenje,Bikonzi,Rukondwa,2023,Primary,Kiina Primary School,Government,Head Teacher,Male,0
d101,c102,s101,p102,Masindi,Bujenje,Bikonzi,Rukondwa,2023,Primary,Kiina Primary School,Government,Deputy Head Teacher,Male,1
d101,c102,s101,p102,Masindi,Bujenje,Bikonzi,Rukondwa,2023,Primary,Kiina Primary School,Government,Senior Education Assistant,Male,0
d101,c102,s101,p102,Masindi,Bujenje,Bikonzi,Rukondwa,2023,Primary,Kiina Primary School,Government,Education Assistant,Male,3
d101,c102,s101,p102,Masindi,Bujenje,Bikonzi,Rukondwa,2023,Primary,Kiina Primary School,Government,Head Teacher,Female,0
