district_id,county_id,subcounty_id,parish_id,district,county,subcounty,parish,year,level,school_name,ownership,role,gender,value
d101,c102,s101,p102,Masindi,Bujenje,Bikonzi,Rukondwa,2023,Primary,Kitonozi Primary School,Government,Deputy Head Teacher,Male,0
d101,c102,s101,p102,Masindi,Bujenje,Bikonzi,Rukondwa,2023,Primary,Kitonozi Primary School,Government,Senior Education Assistant,Male,0
d101,c102,s101,p102,Masindi,Bujenje,Bikonzi,Rukondwa,2023,Primary,Kitonozi Primary School,Government,Education Assistant,Male,4
d101,c102,s101,p102,Masindi,Bujenje,Bikonzi,Rukondwa,2023,Primary,Kitonozi Primary School,Government,Head Teacher,Female,1
d101,c102,s101,p102,Masindi,Bujenje,Bikonzi,Rukondwa,2023,Primary,Kitonozi Primary School,Government,Deputy Head Teacher,Female,0
d101,c102,s101,p102,Masindi,Bujenje,Bikonzi,Rukondwa,2023,Primary,Kitonozi Primary School,Government,Senior Education Assistant,Female,1
d101,c102,s101,p102,Masindi,Bujenje,Bikonzi,Rukondwa,2023,Primary,Kitonozi Primary School,Government,Education Assistant,Female,3
d101,c101,s109,p146,Masindi,Buruli,Miirya,Kiguulya,2023,Primary,Kitwetwe Primary School,Government,Head Teacher,Male,1
d101,c101,s109,p146,Masindi,Buruli,Miirya,Kiguulya,2023,Primary,Kitwetwe Primary School,Government,Deputy Head Teacher,Male,1
d101,c101,s109,p146,Masindi,Buruli,Miirya,Kiguulya,2023,Primary,Kitwetwe Primary School,Government,Senior Education Assistant,Male,0
d101,c101,s109,p146,Masindi,Buruli,Miirya,Kiguulya,2023,Primary,Kitwetwe Primary School,Government,Education Assistant,Male,2
d101,c101,s109,p146,Masindi,Buruli,Miirya,Kiguulya,2023,Primary,Kitwetwe Primary School,Government,Head Teacher,Female,0
d101,c101,s109,p146,Masindi,Buruli,Miirya,Kiguulya,2023,Primary,Kitwetwe Primary School,Government,Deputy Head Teacher,Female,0
d101,c101,s109,p146,Masindi,Buruli,Miirya,Kiguulya,2023,Primary,Kitwetwe Primary School,Government,Senior Education Assistant,Female,0
d101,c101,s109,p146,Masindi,Buruli,Miirya,Kiguulya,2023,Primary,Kitwetwe Primary School,Government,Education Assistant,Female,4
d101,c101,s110,p157,Masindi,Buruli,Pakanyi,Kyakamese East,2023,Primary,Kiyuya Primary School,Government,Head Teacher,Male,1
d101,c101,s110,p157,Masindi,Buruli,Pakanyi,Kyakamese East,2023,Primary,Kiyuya Primary School,Government,Deputy Head Teacher,Male,0
d101,c101,s110,p157,Masindi,Buruli,Pakanyi,Kyakamese East,2023,Primary,Kiyuya Primary School,Government,Senior Education Assistant,Male,0
d101,c101,s110,p157,Masindi,Buruli,Pakanyi,Kyakamese East,2023,Primary,Kiyuya Primary School,Government,Education Assistant,Male,6
d101,c101,s110,p157,Masindi,Buruli,Pakanyi,Kyakamese East,2023,Primary,Kiyuya Primary School,Government,Head Teacher,Female,0
d101,c101,s110,p157,Masindi,Buruli,Pakanyi,Kyakamese East,2023,Primary,Kiyuya Primary School,Government,Deputy Head Teacher,Female,1
d101,c101,s110,p157,Masindi,Buruli,Pakanyi,Kyakamese East,2023,Primary,Kiyuya Primary School,Government,Senior Education Assistant,Female,1
d101,c101,s110,p157,Masindi,Buruli,Pakanyi,Kyakamese East,2023,Primary,Kiyuya Primary School,Government,Education Assistant,Female,2
d101,c101,s109,p145,Masindi,Buruli,Miirya,Isimba,2023,Primary,Kyabaswa Primary School,Government,Head Teacher,Male,0
d101,c101,s109,p145,Masindi,Buruli,Miirya,Isimba,2023,Primary,Kyabaswa Primary School,Government,Deputy Head Teacher,Male,0
d101,c101,s109,p145,Masindi,Buruli,Miirya,Isimba,2023,Primary,Kyabaswa Primary School,Government,Senior Education Assistant,Male,0
d101,c101,s109,p145,Masindi,Buruli,Miirya,Isimba,2023,Primary,Kyabaswa Primary School,Government,Education Assistant,Male,3
d101,c101,s109,p145,Masindi,Buruli,Miirya,Isimba,2023,Primary,Kyabaswa Primary School,Government,Head Teacher,Female,1
d101,c101,s109,p145,Masindi,Buruli,Miirya,Isimba,2023,Primary,Kyabaswa Primary School,Government,Deputy Head Teacher,Female,0
d101,c101,s109,p145,Masindi,Buruli,Miirya,Isimba,2023,Primary,Kyabaswa Primary School,Government,Senior Education Assistant,Female,0
d101,c101,s109,p145,Masindi,Buruli,Miirya,Isimba,2023,Primary,Kyabaswa Primary School,Government,Education Assistant,Female,5
d101,c102,s112,p111,Masindi,Bujenje,Bulima Town Council,Marongo Ward,2023,Primary,Marongo Primary School,Government,Head Teacher,Male,0
d101,c102,s112,p111,Masindi,Bujenje,Bulima Town Council,Marongo Ward,2023,Primary,Marongo Primary School,Government,Deputy Head Teacher,Male,0
d101,c102,s112,p111,Masindi,Bujenje,Bulima Town Council,Marongo Ward,2023,Primary,Marongo Primary School,Government,Senior Education Assistant,Male,0
d101,c102,s112,p111,Masindi,Bujenje,Bulima Town Council,Marongo Ward,2023,Primary,Marongo Primary School,Government,Education Assistant,Male,2
d101,c102,s112,p111,Masindi,Bujenje,Bulima Town Council,Marongo Ward,2023,Primary,Marongo Primary School,Government,Head Teacher,Female,1
d101,c102,s112,p111,Masindi,Bujenje,Bulima Town Council,Marongo Ward,2023,Primary,Marongo Primary School,Government,Deputy Head Teacher,Female,0
d101,c102,s112,p111,Masindi,Bujenje,Bulima Town Council,Marongo Ward,2023,Primary,Marongo Primary School,Government,Senior Education Assistant,Female,0
d101,c102,s112,p111,Masindi,Bujenje,Bulima Town Council,Marongo Ward,2023,Primary,Marongo Primary School,Government,Education Assistant,Female,5
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Masindi Centre For The Handcapped,Government,Head Teacher,Male,0
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Masindi Centre For The Handcapped,Government,Deputy Head Teacher,Male,0
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Masindi Centre For The Handcapped,Government,Senior Education Assistant,Male,0
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Masindi Centre For The Handcapped,Government,Education Assistant,Male,2
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Masindi Centre For The Handcapped,Government,Head Teacher,Female,0
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Masindi Centre For The Handcapped,Government,Deputy Head Teacher,Female,0
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Masindi Centre For The Handcapped,Government,Senior Education Assistant,Female,2
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,2023,Primary,Masindi Centre For The Handcapped,Government,Education Assistant,Female,9
d101,c101,s103,p127,Masindi,Buruli,Kijunjubwa,Miduma,2023,Primary,Miduuma Primary School,Government,Head Teacher,Male,0
d101,c101,s103,p127,Masindi,Buruli,Kijunjubwa,Miduma,2023,Primary,Miduuma Primary School,Government,Deputy Head Teacher,Male,1
d101,c101,s103,p127,Masindi,Buruli,Kijunjubwa,Miduma,2023,Primary,Miduuma Primary School,Government,Senior Education Assistant,Male,0
d101,c101,s103,p127,Masindi,Buruli,Kijunjubwa,Miduma,2023,Primary,Miduuma Primary School,Government,Education Assistant,Male,3
d101,c101,s103,p127,Masindi,Buruli,Kijunjubwa,Miduma,2023,Primary,Miduuma Primary School,Government,Head Teacher,Female,0
d101,c101,s103,p127,Masindi,Buruli,Kijunjubwa,Miduma,2023,Primary,Miduuma Primary School,Government,Deputy Head Teacher,Female,0
d101,c101,s103,p127,Masindi,Buruli,Kijunjubwa,Miduma,2023,Primary,Miduuma Primary School,Government,Senior Education Assistant,Female,0
d101,c101,s103,p127,Masindi,Buruli,Kijunjubwa,Miduma,2023,Primary,Miduuma Primary School,Government,Education Assistant,Female,3
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,2023,Primary,Mihembero Primary School,Government,Head Teacher,Male,1
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,2023,Primary,Mihembero Primary School,Government,Deputy Head Teacher,Male,0
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,2023,Primary,Mihembero Primary School,Government,Senior Education Assistant,Male,1
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,2023,Primary,Mihembero Primary School,Government,Education Assistant,Male,3
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,2023,Primary,Mihembero Primary School,Government,Head Teacher,Female,0
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,2023,Primary,Mihembero Primary School,Government,Deputy Head Teacher,Female,0
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,2023,Primary,Mihembero Primary School,Government,Senior Education Assistant,Female,0
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,2023,Primary,Mihembero Primary School,Government,Education Assistant,Female,3
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,2023,Primary,Miramura Primary School,Government,Head Teacher,Male,1
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,2023,Primary,Miramura Primary School,Government,Deputy Head Teacher,Male,0
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,2023,Primary,Miramura Primary School,Government,Senior Education Assistant,Male,0
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,2023,Primary,Miramura Primary School,Government,Education Assistant,Male,3
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,2023,Primary,Miramura Primary School,Government,Head Teacher,Female,0
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,2023,Primary,Miramura Primary School,Government,Deputy Head Teacher,Female,0
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,2023,Primary,Miramura Primary School,Government,Senior Education Assistant,Female,0
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,2023,Primary,Miramura Primary School,Government,Education Assistant,Female,3
d101,c102,s113,p112,Masindi,Bujenje,Bwijanga,Kahembe,2023,Primary,Murro Primary School,Government,Head Teacher,Male,1
d101,c102,s113,p112,Masindi,Bujenje,Bwijanga,Kahembe,2023,Primary,Murro Primary School,Government,Deputy Head Teacher,Male,0
d101,c102,s113,p112,Masindi,Bujenje,Bwijanga,Kahembe,2023,Primary,Murro Primary School,Government,Senior Education Assistant,Male,0
d101,c102,s113,p112,Masindi,Bujenje,Bwijanga,Kahembe,2023,Primary,Murro Primary School,Government,Education Assistant,Male,4
d101,c102,s113,p112,Masindi,Bujenje,Bwijanga,Kahembe,2023,Primary,Murro Primary School,Government,Head Teacher,Female,0
d101,c102,s113,p112,Masindi,Bujenje,Bwijanga,Kahembe,2023,Primary,Murro Primary School,Government,Deputy Head Teacher,Female,0
d101,c102,s113,p112,Masindi,Bujenje,Bwijanga,Kahembe,2023,Primary,Murro Primary School,Government,Senior Education Assistant,Female,1
d101,c102,s113,p112,Masindi,Bujenje,Bwijanga,Kahembe,2023,Primary,Murro Primary School,Government,Education Assistant,Female,3
d101,c102,s113,p114,Masindi,Bujenje,Bwijanga,Ntoma,2023,Primary,Ntooma Primary School,Government,Head Teacher,Male,0
d101,c102,s113,p114,Masindi,Bujenje,Bwijanga,Ntoma,2023,Primary,Ntooma Primary School,Government,Deputy Head Teacher,Male,0
d101,c102,s113,p114,Masindi,Bujenje,Bwijanga,Ntoma,2023,Primary,Ntooma Primary School,Government,Senior Education Assistant,Male,1
d101,c102,s113,p114,Masindi,Bujenje,Bwijanga,Ntoma,2023,Primary,Ntooma Primary School,Government,Education Assistant,Male,4
d101,c102,s113,p114,Masindi,Bujenje,Bwijanga,Ntoma,2023,Primary,Ntooma Primary School,Government,Head Teacher,Female,1
d101,c102,s113,p114,Masindi,Bujenje,Bwijanga,Ntoma,2023,Primary,Ntooma Primary School,Government,Deputy Head Teacher,Female,0
d101,c102,s113,p114,Masindi,Bujenje,Bwijanga,Ntoma,2023,Primary,Ntooma Primary School,Government,Senior Education Assistant,Female,0
d101,c102,s113,p114,Masindi,Bujenje,Bwijanga,Ntoma,2023,Primary,Ntooma Primary School,Government,Education Assistant,Female,6
d101,c102,s113,p114,Masindi,Bujenje,Bwijanga,Ntoma,2023,Primary,Nyabubale Primary School,Government,Head Teacher,Male,0
d101,c102,s113,p114,Masindi,Bujenje,Bwijanga,Ntoma,2023,Primary,Nyabubale Primary School,Government,Deputy Head Teacher,Male,0
d101,c102,s113,p114,Masindi,Bujenje,Bwijanga,Ntoma,2023,Primary,Nyabubale Primary School,Government,Senior Education Assistant,Male,1
d101,c102,s113,p114,Masindi,Bujenje,Bwijanga,Ntoma,2023,Primary,Nyabubale Primary School,Government,Education Assistant,Male,4
d101,c102,s113,p114,Masindi,Bujenje,Bwijanga,Ntoma,2023,Primary,Nyabubale Primary School,Government,Head Teacher,Female,0
d101,c102,s113,p114,Masindi,Bujenje,Bwijanga,Ntoma,2023,Primary,Nyabubale Primary School,Government,Deputy Head Teacher,Female,0
d101,c102,s113,p114,Masindi,Bujenje,Bwijanga,Ntoma,2023,Primary,Nyabubale Primary School,Government,Senior Education Assistant,Female,0
d101,c102,s113,p114,Masindi,Bujenje,Bwijanga,Ntoma,2023,Primary,Nyabubale Primary School,Government,Education Assistant,Female,2
d101,c102,s111,p107,Masindi,Bujenje,Budongo,Nyabyeya,2023,Primary,Nyabyeya Primary School,Government,Head Teacher,Male,1
d101,c102,s111,p107,Masindi,Bujenje,Budongo,Nyabyeya,2023,Primary,Nyabyeya Primary School,Government,Deputy Head Teacher,Male,0
d101,c102,s111,p107,Masindi,Bujenje,Budongo,Nyabyeya,2023,Primary,Nyabyeya Primary School,Government,Senior Education Assistant,Male,0
d101,c102,s111,p107,Masindi,Bujenje,Budongo,Nyabyeya,2023,Primary,Nyabyeya Primary School,Government,Education Assistant,Male,6
d101,c102,s111,p107,Masindi,Bujenje,Budongo,Nyabyeya,2023,Primary,Nyabyeya Primary School,Government,Head Teacher,Female,0
d101,c102,s111,p107,Masindi,Bujenje,Budongo,Nyabyeya,2023,Primary,Nyabyeya Primary School,Government,Deputy Head Teacher,Female,0
d101,c102,s111,p107,Masindi,Bujenje,Budongo,Nyabyeya,2023,Primary,Nyabyeya Primary School,Government,Senior Education Assistant,Female,2
d101,c102,s111,p107,Masindi,Bujenje,Budongo,Nyabyeya,2023,Primary,Nyabyeya Primary School,Government,Education Assistant,Female,10
d101,c101,s105,p137,Masindi,Buruli,Kiruli,Kibibira,2023,Primary,Nyakarongo Primary School,Government,Head Teacher,Male,0
d101,c101,s105,p137,Masindi,Buruli,Kiruli,Kibibira,2023,Primary,Nyakarongo Primary School,Government,Deputy Head Teacher,Male,0
d101,c101,s105,p137,Masindi,Buruli,Kiruli,Kibibira,2023,Primary,Nyakarongo Primary School,Government,Senior Education Assistant,Male,0
d101,c101,s105,p137,Masindi,Buruli,Kiruli,Kibibira,2023,Primary,Nyakarongo Primary School,Government,Education Assistant,Male,6
d101,c101,s105,p137,Masindi,Buruli,Kiruli,Kibibira,2023,Primary,Nyakarongo Primary School,Government,Head Teacher,Female,1
d101,c101,s105,p137,Masindi,Buruli,Kiruli,Kibibira,2023,Primary,Nyakarongo Primary School,Government,Deputy Head Teacher,Female,0
d101,c101,s105,p137,Masindi,Buruli,Kiruli,Kibibira,2023,Primary,Nyakarongo Primary School,Government,Senior Education Assistant,Female,0
d101,c101,s105,p137,Masindi,Buruli,Kiruli,Kibibira,2023,Primary,Nyakarongo Primary School,Government,Education Assistant,Female,1
d101,c101,s110,p157,Masindi,Buruli,Pakanyi,Kyakamese East,2023,Primary,Nyakatoogo Primary School,Government,Head Teacher,Male,0
d101,c101,s110,p157,Masindi,Buruli,Pakanyi,Kyakamese East,2023,Primary,Nyakatoogo Primary School,Government,Deputy Head Teacher,Male,1
d101,c101,s110,p157,Masindi,Buruli,Pakanyi,Kyakamese East,2023,Primary,Nyakatoogo Primary School,Government,Senior Education Assistant,Male,0
d101,c101,s110,p157,Masindi,Buruli,Pakanyi,Kyakamese East,2023,Primary,Nyakatoogo Primary School,Government,Education Assistant,Male,4
d101,c101,s110,p157,Masindi,Buruli,Pakanyi,Kyakamese East,2023,Primary,Nyakatoogo Primary School,Government,Head Teacher,Female,0
d101,c101,s110,p157,Masindi,Buruli,Pakanyi,Kyakamese East,2023,Primary,Nyakatoogo Primary School,Government,Deputy Head Teacher,Female,0
d101,c101,s110,p157,Masindi,Buruli,Pakanyi,Kyakamese East,2023,Primary,Nyakatoogo Primary School,Government,Senior Education Assistant,Female,0
d101,c101,s110,p157,Masindi,Buruli,Pakanyi,Kyakamese East,2023,Primary,Nyakatoogo Primary School,Government,Education Assistant,Female,5
d101,c101,s107,p143,Masindi,Buruli,Labongo,Kihonda,2023,Primary,Nyakyanika Primary School,Government,Head Teacher,Male,0
d101,c101,s107,p143,Masindi,Buruli,Labongo,Kihonda,2023,Primary,Nyakyanika Primary School,Government,Deputy Head Teacher,Male,0
d101,c101,s107,p143,Masindi,Buruli,Labongo,Kihonda,2023,Primary,Nyakyanika Primary School,Government,Senior Education Assistant,Male,0
d101,c101,s107,p143,Masindi,Buruli,Labongo,Kihonda,2023,Primary,Nyakyanika Primary School,Government,Education Assistant,Male,5
d101,c101,s107,p143,Masindi,Buruli,Labongo,Kihonda,2023,Primary,Nyakyanika Primary School,Government,Head Teacher,Female,1
d101,c101,s107,p143,Masindi,Buruli,Labongo,Kihonda,2023,Primary,Nyakyanika Primary School,Government,Deputy Head Teacher,Female,1
d101,c101,s107,p143,Masindi,Buruli,Labongo,Kihonda,2023,Primary,Nyakyanika Primary School,Government,Senior Education Assistant,Female,0
d101,c101,s107,p143,Masindi,Buruli,Labongo,Kihonda,2023,Primary,Nyakyanika Primary School,Government,Education Assistant,Female,8
d101,c101,s109,p145,Masindi,Buruli,Miirya,Isimba,2023,Primary,Nyambindo Primary School,Government,Head Teacher,Male,0
d101,c101,s109,p145,Masindi,Buruli,Miirya,Isimba,2023,Primary,Nyambindo Primary School,Government,Deputy Head Teacher,Male,1
d101,c101,s109,p145,Masindi,Buruli,Miirya,Isimba,2023,Primary,Nyambindo Primary School,Government,Senior Education Assistant,Male,0
d101,c101,s109,p145,Masindi,Buruli,Miirya,Isimba,2023,Primary,Nyambindo Primary School,Government,Education Assistant,Male,1
d101,c101,s109,p145,Masindi,Buruli,Miirya,Isimba,2023,Primary,Nyambindo Primary School,Government,Head Teacher,Female,1
d101,c101,s109,p145,Masindi,Buruli,Miirya,Isimba,2023,Primary,Nyambindo Primary School,Government,Deputy Head Teacher,Female,0
d101,c101,s109,p145,Masindi,Buruli,Miirya,Isimba,2023,Primary,Nyambindo Primary School,Government,Senior Education Assistant,Female,0
d101,c101,s109,p145,Masindi,Buruli,Miirya,Isimba,2023,Primary,Nyambindo Primary School,Government,Education Assistant,Female,7
d101,c102,s108,p150,Masindi,Bujenje,Nyantonzi,Nyantonzi,2023,Primary,Nyantonzi Primary School,Government,Head Teacher,Male,1
d101,c102,s108,p150,Masindi,Bujenje,Nyantonzi,Nyantonzi,2023,Primary,Nyantonzi Primary School,Government,Deputy Head Teacher,Male,0
d101,c102,s108,p150,Masindi,Bujenje,Nyantonzi,Nyantonzi,2023,Primary,Nyantonzi Primary School,Government,Senior Education Assistant,Male,0
d101,c102,s108,p150,Masindi,Bujenje,Nyantonzi,Nyantonzi,2023,Primary,Nyantonzi Primary School,Government,Education Assistant,Male,3
d101,c102,s108,p150,Masindi,Bujenje,Nyantonzi,Nyantonzi,2023,Primary,Nyantonzi Primary School,Government,Head Teacher,Female,1
d101,c102,s108,p150,Masindi,Bujenje,Nyantonzi,Nyantonzi,2023,Primary,Nyantonzi Primary School,Government,Deputy Head Teacher,Female,0
d101,c102,s108,p150,Masindi,Bujenje,Nyantonzi,Nyantonzi,2023,Primary,Nyantonzi Primary School,Government,Senior Education Assistant,Female,0
d101,c102,s108,p150,Masindi,Bujenje,Nyantonzi,Nyantonzi,2023,Primary,Nyantonzi Primary School,Government,Education Assistant,Female,4
d101,c102,s101,p102,Masindi,Bujenje,Bikonzi,Rukondwa,2023,Primary,Rukondwa Primary School,Government,Head Teacher,Male,1
d101,c102,s101,p102,Masindi,Bujenje,Bikonzi,Rukondwa,2023,Primary,Rukondwa Primary School,Government,Deputy Head Teacher,Male,0
d101,c102,s101,p102,Masindi,Bujenje,Bikonzi,Rukondwa,2023,Primary,Rukondwa Primary School,Government,Senior Education Assistant,Male,0
d101,c102,s101,p102,Masindi,Bujenje,Bikonzi,Rukondwa,2023,Primary,Rukondwa Primary School,Government,Education Assistant,Male,4
d101,c102,s101,p102,Masindi,Bujenje,Bikonzi,Rukondwa,2023,Primary,Rukondwa Primary School,Government,Head Teacher,Female,0
d101,c102,s101,p102,Masindi,Bujenje,Bikonzi,Rukondwa,2023,Primary,Rukondwa Primary School,Government,Deputy Head Teacher,Female,0
d101,c102,s101,p102,Masindi,Bujenje,Bikonzi,Rukondwa,2023,Primary,Rukondwa Primary School,Government,Senior Education Assistant,Female,1
d101,c102,s101,p102,Masindi,Bujenje,Bikonzi,Rukondwa,2023,Primary,Rukondwa Primary School,Government,Education Assistant,Female,4
d101,c102,s108,p152,Masindi,Bujenje,Nyantonzi,Rwempisi,2023,Primary,Rwempisi Primary School,Government,Head Teacher,Male,1
d101,c102,s108,p152,Masindi,Bujenje,Nyantonzi,Rwempisi,2023,Primary,Rwempisi Primary School,Government,Deputy Head Teacher,Male,0
d101,c102,s108,p152,Masindi,Bujenje,Nyantonzi,Rwempisi,2023,Primary,Rwempisi Primary School,Government,Senior Education Assistant,Male,0
d101,c102,s108,p152,Masindi,Bujenje,Nyantonzi,Rwempisi,2023,Primary,Rwempisi Primary School,Government,Education Assistant,Male,6
d101,c102,s108,p152,Masindi,Bujenje,Nyantonzi,Rwempisi,2023,Primary,Rwempisi Primary School,Government,Head Teacher,Female,0
d101,c102,s108,p152,Masindi,Bujenje,Nyantonzi,Rwempisi,2023,Primary,Rwempisi Primary School,Government,Deputy Head Teacher,Female,0
d101,c102,s108,p152,Masindi,Bujenje,Nyantonzi,Rwempisi,2023,Primary,Rwempisi Primary School,Government,Senior Education Assistant,Female,0
d101,c102,s108,p152,Masindi,Bujenje,Nyantonzi,Rwempisi,2023,Primary,Rwempisi Primary School,Government,Education Assistant,Female,1
d101,c102,s108,p150,Masindi,Bujenje,Nyantonzi,Nyantonzi,2023,Primary,Siiba Primary School,Government,Head Teacher,Male,0
d101,c102,s108,p150,Masindi,Bujenje,Nyantonzi,Nyantonzi,2023,Primary,Siiba Primary School,Government,Deputy Head Teacher,Male,0
d101,c102,s108,p150,Masindi,Bujenje,Nyantonzi,Nyantonzi,2023,Primary,Siiba Primary School,Government,Senior Education Assistant,Male,1
d101,c102,s108,p150,Masindi,Bujenje,Nyantonzi,Nyantonzi,2023,Primary,Siiba Primary School,Government,Education Assistant,Male,4
d101,c102,s108,p150,Masindi,Bujenje,Nyantonzi,Nyantonzi,2023,Primary,Siiba Primary School,Government,Head Teacher,Female,2
d101,c102,s108,p150,Masindi,Bujenje,Nyantonzi,Nyantonzi,2023,Primary,Siiba Primary School,Government,Deputy Head Teacher,Female,0
d101,c102,s108,p150,Masindi,Bujenje,Nyantonzi,Nyantonzi,2023,Primary,Siiba Primary School,Government,Senior Education Assistant,Female,0
d101,c102,s108,p150,Masindi,Bujenje,Nyantonzi,Nyantonzi,2023,Primary,Siiba Primary School,Government,Education Assistant,Female,4
d101,c102,s113,p112,Masindi,Bujenje,Bwijanga,Kahembe,2023,Primary,St Kizito Murro Primary School,Government,Head Teacher,Male,1
d101,c102,s113,p112,Masindi,Bujenje,Bwijanga,Kahembe,2023,Primary,St Kizito Murro Primary School,Government,Deputy Head Teacher,Male,0
d101,c102,s113,p112,Masindi,Bujenje,Bwijanga,Kahembe,2023,Primary,St Kizito Murro Primary School,Government,Senior Education Assistant,Male,0
d101,c102,s113,p112,Masindi,Bujenje,Bwijanga,Kahembe,2023,Primary,St Kizito Murro Primary School,Government,Education Assistant,Male,3
d101,c102,s113,p112,Masindi,Bujenje,Bwijanga,Kahembe,2023,Primary,St Kizito Murro Primary School,Government,Head Teacher,Female,0
d101,c102,s113,p112,Masindi,Bujenje,Bwijanga,Kahembe,2023,Primary,St Kizito Murro Primary School,Government,Deputy Head Teacher,Female,1
d101,c102,s113,p112,Masindi,Bujenje,Bwijanga,Kahembe,2023,Primary,St Kizito Murro Primary School,Government,Senior Education Assistant,Female,0
d101,c102,s113,p112,Masindi,Bujenje,Bwijanga,Kahembe,2023,Primary,St Kizito Murro Primary School,Government,Education Assistant,Female,4
d101,c101,s106,p139,Masindi,Buruli,Kyatiri Town Council,Kyatiri East Ward,2023,Primary,St Marys Primary School Kyatiri,Government,Head Teacher,Male,1
d101,c101,s106,p139,Masindi,Buruli,Kyatiri Town Council,Kyatiri East Ward,2023,Primary,St Marys Primary School Kyatiri,Government,Deputy Head Teacher,Male,0
d101,c101,s106,p139,Masindi,Buruli,Kyatiri Town Council,Kyatiri East Ward,2023,Primary,St Marys Primary School Kyatiri,Government,Senior Education Assistant,Male,0
d101,c101,s106,p139,Masindi,Buruli,Kyatiri Town Council,Kyatiri East Ward,2023,Primary,St Marys Primary School Kyatiri,Government,Education Assistant,Male,6
d101,c101,s106,p139,Masindi,Buruli,Kyatiri Town Council,Kyatiri East Ward,2023,Primary,St Marys Primary School Kyatiri,Government,Head Teacher,Female,0
d101,c101,s106,p139,Masindi,Buruli,Kyatiri Town Council,Kyatiri East Ward,2023,Primary,St Marys Primary School Kyatiri,Government,Deputy Head Teacher,Female,0
d101,c101,s106,p139,Masindi,Buruli,Kyatiri Town Council,Kyatiri East Ward,2023,Primary,St Marys Primary School Kyatiri,Government,Senior Education Assistant,Female,2
d101,c101,s106,p139,Masindi,Buruli,Kyatiri Town Council,Kyatiri East Ward,2023,Primary,St Marys Primary School Kyatiri,Government,Education Assistant,Female,10
d101,c101,s110,p155,Masindi,Buruli,Pakanyi,Kyakamese Central,2023,Primary,St Pauls Pakanyi Primary School,Government,Head Teacher,Male,0
d101,c101,s110,p155,Masindi,Buruli,Pakanyi,Kyakamese Central,2023,Primary,St Pauls Pakanyi Primary School,Government,Deputy Head Teacher,Male,0
d101,c101,s110,p155,Masindi,Buruli,Pakanyi,Kyakamese Central,2023,Primary,St Pauls Pakanyi Primary School,Government,Senior Education Assistant,Male,0
d101,c101,s110,p155,Masindi,Buruli,Pakanyi,Kyakamese Central,2023,Primary,St Pauls Pakanyi Primary School,Government,Education Assistant,Male,3
d101,c101,s110,p155,Masindi,Buruli,Pakanyi,Kyakamese Central,2023,Primary,St Pauls Pakanyi Primary School,Government,Head Teacher,Female,1
d101,c101,s110,p155,Masindi,Buruli,Pakanyi,Kyakamese Central,2023,Primary,St Pauls Pakanyi Primary School,Government,Deputy Head Teacher,Female,0
d101,c101,s110,p155,Masindi,Buruli,Pakanyi,Kyakamese Central,2023,Primary,St Pauls Pakanyi Primary School,Government,Senior Education Assistant,Female,2
d101,c101,s110,p155,Masindi,Buruli,Pakanyi,Kyakamese Central,2023,Primary,St Pauls Pakanyi Primary School,Government,Education Assistant,Female,4
d101,c101,s110,p155,Masindi,Buruli,Pakanyi,Kyakamese Central,2023,Primary,Waiga Primary School,Government,Head Teacher,Male,0
d101,c101,s110,p155,Masindi,Buruli,Pakanyi,Kyakamese Central,2023,Primary,Waiga Primary School,Government,Deputy Head Teacher,Male,0
d101,c101,s110,p155,Masindi,Buruli,Pakanyi,Kyakamese Central,2023,Primary,Waiga Primary School,Government,Senior Education Assistant,Male,0
